intervention_name_original	intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_source	target_gene_link	eric_review_target	target_gene_comments	best_name	regulatory_status	comment	priority	db_target	db_status	incl_count
[18f]dpa-714 pet/ [18f]av-45 pet/neuropsychological assessment	[18f]dpa-714 pet/ [18f]av-45 pet/neuropsychological assessment	drug	1	NCT02062099	none					radiopharmaceutical				FALSE			0
[18f]fdopa	[18f]fdopa	drug	1	NCT04246437	none					radiopharmaceutical				FALSE			0
[18f]florbetapir	[18f]florbetapir	drug	3	NCT03080051	none									FALSE			1
[18f]flutemetamol	[18f]flutemetamol	drug	1	NCT01672827	none					radiopharmaceutical				FALSE			0
[18f]fpeb	[18f]fpeb	drug	1	NCT00870974	none					radiopharmaceutical				FALSE			0
[18f]gsk2647544 iv bolus	[18f]gsk2647544 iv bolus	drug	1	NCT01924858	none					radiopharmaceutical				FALSE			0
[18f]gtp1	[18f]gtp1	drug	3	NCT02640092	none									FALSE			2
[18f]mk-3328	[18f]mk-3328	drug	2	NCT01385033	none					radiopharmaceutical				FALSE			0
[18f]mk-6240, ~160 mbq	[18f]mk-6240, ~160 mbq	drug	1	NCT02562989	none					radiopharmaceutical				FALSE			0
[18f]mk-6240, ~185 mbq	[18f]mk-6240, ~185 mbq	drug	1	NCT02562989	none					radiopharmaceutical				FALSE			0
[18f]mk-9470	[18f]mk-9470	drug	1	NCT01462708	none					radiopharmaceutical				FALSE			0
[18f]mni-1020	[18f]mni-1020	drug	1	NCT03239561	none					radiopharmaceutical				FALSE			0
[18f]mni-1126	[18f]mni-1126	drug	1	NCT03587649	none					radiopharmaceutical				FALSE			0
[18f]mni-815 (mni-815)	[18f]mni-815 (mni-815)	drug	1	NCT02531360	none					radiopharmaceutical				FALSE			0
[18f]mni-952	[18f]mni-952	drug	1	NCT03080051	none					radiopharmaceutical				FALSE			0
[18f]mni-958	[18f]mni-958	drug	2	NCT03545789	none					radiopharmaceutical				FALSE			0
[18f]mppf	[18f]mppf	drug	1	NCT01461083	none					radiopharmaceutical				FALSE			0
[18f]nav4694	[18f]nav4694	drug	3	NCT01680588	none					radiopharmaceutical				FALSE			0
[18f]nos	[18f]nos	drug	1	NCT04062526	none					radiopharmaceutical				FALSE			0
[18f]p16-129	[18f]p16-129	drug	1	NCT03902548	none					radiopharmaceutical				FALSE			0
[18f]pbr06	[18f]pbr06	drug	1	NCT03876002	none					radiopharmaceutical				FALSE			0
[18f]pi-2620	[18f]pi-2620	drug	2	NCT03903211	none					radiopharmaceutical				FALSE			0
[18f]ro6958948	[18f]ro6958948	drug	2	NCT02187627	none					radiopharmaceutical				FALSE			0
[18f]t807	[18f]t807	drug	1	NCT02370524	none					radiopharmaceutical				FALSE			0
[18f]t807 ([18f]mni-777)	[18f]t807 ([18f]mni-777)	drug	1	NCT02103894	none					radiopharmaceutical				FALSE			0
[18f]t807 pet	[18f]t807 pet	drug	1	NCT03022968	none					radiopharmaceutical				FALSE			0
[18f]thk-5351	[18f]thk-5351	drug	2	NCT03112096	none					radiopharmaceutical				FALSE			0
[18fluor]azd4694	[18fluor]azd4694	other	3	NCT01325402	none					radiopharmaceutical				FALSE			0
[21cfr640.30] plasma from 18 - 25 year old volunteer donors	[21cfr640.30] plasma from 18 - 25 year old volunteer donors	biological	1	NCT04202757	procedure									FALSE			1
[^18f]gtp1	[^18f]gtp1	other	1	NCT03977584	none									FALSE			1
[c-11]	[c-11]	radiation	1	NCT03746366	none					radiopharmaceutical				FALSE			0
[c-11]pib-pet/mri	[c-11]pib-pet/mri	drug	1	NCT03503331	none					radiopharmaceutical				FALSE			0
[f-18]pbr06	[f-18]pbr06	drug	1	NCT02649985	none					radiopharmaceutical				FALSE			0
[f-18]w372	[f-18]w372	drug	1	NCT00954369	none					radiopharmaceutical				FALSE			0
[f18] t807	[f18] t807	radiation	1	NCT01733355	none					radiopharmaceutical				FALSE			0
[f18] t808	[f18] t808	radiation	1	NCT01723488	none					radiopharmaceutical				FALSE			0
[f18]-fddnp	[f18]-fddnp	other	1	NCT02243982	none					radiopharmaceutical				FALSE			0
[f18]av1451	[f18]av1451	diagnostic test	1	NCT03939780	none					radiopharmaceutical				FALSE			0
[f18]mk-6240	[f18]mk-6240	diagnostic test	1	NCT03939780	none					radiopharmaceutical				FALSE			0
[f18]ro-948	[f18]ro-948	diagnostic test	1	NCT03939780	none					radiopharmaceutical				FALSE			0
[standard stn]	[standard stn]	device	1	NCT03470324	device									FALSE			4
[standard stn]	[standard stn]	procedure	1	NCT02588144	device									FALSE			4
[stn+snr]	[stn+snr]	device	1	NCT03470324	device									FALSE			4
[stn+snr]	[stn+snr]	procedure	1	NCT02588144	device									FALSE			4
[year1] dual-task training with task priority strategy	[year1] dual-task training with task priority strategy	behavioral	1	NCT03895125	behavioral									FALSE			1
[year2-3] dual-task training with internal and external focus	[year2-3] dual-task training with internal and external focus	behavioral	1	NCT03895125	behavioral									FALSE			1
a 12-week health promotion course	a 12-week health promotion course	other	1	NCT03741543	behavioral									FALSE			1
a cranial mri	a cranial mri	device	1	NCT02492529	none									FALSE			0
a functional exercise program	a functional exercise program	behavioral	1	NCT01369901	behavioral									FALSE			1
a mix of natural treatments and medications	a mix of natural treatments and medications	other	1	NCT02260167	behavioral				2					FALSE			1
a neuropsychological evaluation	a neuropsychological evaluation	behavioral	1	NCT02557464	none									FALSE			0
a psycho-social intervention	a psycho-social intervention	other	1	NCT01681641	behavioral									FALSE			1
a stretching exercise program	a stretching exercise program	behavioral	1	NCT01369901	behavioral									FALSE			1
a: placebo to match donepezil and mk-3134 + placebo to match scopolamine	a: placebo to match donepezil and mk-3134 + placebo to match scopolamine	drug	1	NCT01181310	placebo									FALSE			0
aab-001	aab-001	drug	1	NCT00174525	molecular	APP					aab-001	experimental	in clinicaltrials posting	FALSE			1
aab-003 (pf-05236812)	aab-003 (pf-05236812)	drug	10	NCT01193608	molecular	APP	Alzforum	https://www.alzforum.org/therapeutics/aab-003	2		AAB-003	experimental		FALSE			10
aadvac1	aadvac1	biological	2	NCT02579252	molecular	MAPT	Pubmed	https://pubmed.ncbi.nlm.nih.gov/30569088/	2		aadvac1	experimental	active immunotherapy against tau pathology	FALSE			6
aadvac1	aadvac1	drug	1	NCT02031198	molecular	MAPT	Pubmed	https://pubmed.ncbi.nlm.nih.gov/30569088/	2		aadvac1	experimental	active immunotherapy against tau pathology	FALSE			6
aadvac1 160 µg	aadvac1 160 µg	drug	1	NCT03174886	molecular	MAPT	Pubmed	https://pubmed.ncbi.nlm.nih.gov/30569088/	2		aadvac1	experimental	active immunotherapy against tau pathology	FALSE			1
aadvac1 40 µg	aadvac1 40 µg	drug	1	NCT03174886	molecular	MAPT	Pubmed	https://pubmed.ncbi.nlm.nih.gov/30569088/	2		aadvac1	experimental	active immunotherapy against tau pathology	FALSE			1
aat and cognitive stimulation and rehabilitation of social tie.	aat and cognitive stimulation and rehabilitation of social tie.	behavioral	1	NCT02829801	behavioral									FALSE			1
aav-haadc-2	aav-haadc-2	genetic	2	NCT00229736	molecular	DDC	Pubmed	https://pubmed.ncbi.nlm.nih.gov/19828868	2		aav-haadc-2	experimental		FALSE			2
aav-htert	aav-htert	drug	1	NCT04133454	molecular	TERT	Pubmed	https://pubmed.ncbi.nlm.nih.gov/32695874/	2		aav-htert	experimental		FALSE			1
aavrh.10hpoe2 vector	aavrh.10hpoe2 vector	biological	1	NCT03634007	molecular	APOE	Pubmed	https://pubmed.ncbi.nlm.nih.gov/29409358/			aavrh.10hpoe2	experimental		TRUE			1
abbv-0805	abbv-0805	drug	1	NCT04127695	molecular	SNCA	Alzforum	https://www.alzforum.org/therapeutics/abbv-0805	2		abbv-0805	experimental		FALSE			1
abbv-8e12	abbv-8e12	drug	2	NCT03712787	molecular	MAPT	Alzforum	https://www.alzforum.org/therapeutics/tilavonemab	2		tilavonemab	experimental		FALSE			2
abbv-951	abbv-951	drug	3	NCT03781167	molecular	DDC,DRD1,DRD2,DRD3,DRD4,DRD5	press release	https://www.prnewswire.com/news-releases/abbvie-announces-abbv-951-foslevodopafoscarbidopa-showed-improvement-in-controlling-motor-fluctuations-compared-to-oral-levodopacarbidopa-medication-in-pivotal-phase-3-trial-in-patients-with-advanced-parkinsons-disease-301410482.html	2		abbv-951	experimental		FALSE			3
abc answers	abc answers	other	1	NCT03397667	none									FALSE			1
abc clinical program	abc clinical program	behavioral	1	NCT03119259	behavioral									FALSE			1
abdominal strengthening exercise	abdominal strengthening exercise	other	1	NCT03343574	behavioral									FALSE			1
ability platform program	ability platform program	other	1	NCT02746484	behavioral									FALSE			1
abt-089	abt-089	drug	8	NCT00069849	molecular	unknown	DB	https://go.drugbank.com/drugs/DB05458		DB says questionable	pozanicline	experimental	DB	FALSE			8
abt-126	abt-126	drug	8	NCT00867399	molecular	CHRNA7	Pubmed	https://pubmed.ncbi.nlm.nih.gov/26967214/	2		abt-126	experimental		FALSE			7
abt-288	abt-288	drug	1	NCT01018875	molecular	HRH3	Alzforum	https://www.alzforum.org/therapeutics/abt-288	2		abt-288	experimental	DB	FALSE		non	1
abt-354	abt-354	drug	2	NCT01908010	molecular	HTR6					abt-354	experimental	TTD	FALSE			2
abt-384	abt-384	drug	1	NCT01137526	molecular	HSD11B1	Pubmed	https://pubmed.ncbi.nlm.nih.gov/27121668/	2		abt-384	experimental	DB	FALSE		non	1
abt-957	abt-957	drug	2	NCT02220738	molecular	CAPN1,CAPN2	Pubmed	https://pubmed.ncbi.nlm.nih.gov/31133534/	2	calpains 1 & 2	alicapistat	experimental		FALSE			2
abt-slv187	abt-slv187	drug	4	NCT02799381	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00190			carbidopa,levodopa	combination	TTD	FALSE			4
abvac40	abvac40	biological	1	NCT03461276	molecular	APP	Alzforum	https://www.alzforum.org/therapeutics/abvac-40	2		abvac40	experimental		FALSE			4
abvac40	abvac40	drug	1	NCT03113812	molecular	APP	Alzforum	https://www.alzforum.org/therapeutics/abvac-40	2		abvac41	experimental		FALSE			4
abx-cbl	abx-cbl	drug	1	NCT00035880	molecular	BSG	Pubmed	https://pubmed.ncbi.nlm.nih.gov/17110457/	2	CD-147	abx-cbl	experimental		FALSE			1
ac-1202	ac-1202	drug	1	NCT03635879	molecular						ac-1202	experimental		FALSE			0
ac-1204	ac-1204	drug	1	NCT01741194	molecular	none	Alzforum	https://www.alzforum.org/therapeutics/tricaprilin	2	capric triglyceride	tricaprilin	experimental		FALSE			1
ac-1205	ac-1205	other	1	NCT03635879	molecular						ac-1205	experimental		FALSE			0
ac-1206	ac-1206	other	1	NCT03635879	molecular						ac-1206	experimental		FALSE			0
ac-1207	ac-1207	other	1	NCT03635879	molecular						ac-1207	experimental		FALSE			0
ac-3933	ac-3933	drug	2	NCT00359944	molecular	GABRA1	Pubmed	https://pubmed.ncbi.nlm.nih.gov/26946254/	2	benzodiazepene partial inverse agonist	radequinil	experimental		FALSE			2
acamprosate	acamprosate	drug	1	NCT00640952	molecular	GRM5,GABBR1,GRIN1	DB	https://go.drugbank.com/drugs/DB00659			acamprosate	approved		FALSE	GABRA1,GRIN1,GRM5	approved	1
acc-001	acc-001	biological	8	NCT01238991	molecular	APP	Pubmed	https://pubmed.ncbi.nlm.nih.gov/26967206/	2		vanutide cridificar	experimental		FALSE			18
acc-001	acc-001	drug	1	NCT00955409	molecular	APP	Pubmed	https://pubmed.ncbi.nlm.nih.gov/26967206/	2		vanutide cridificar	experimental		FALSE			18
acc-001 (10 mcg) + qs-21	acc-001 (10 mcg) + qs-21	biological	1	NCT00960531	molecular	APP	Pubmed	https://pubmed.ncbi.nlm.nih.gov/26967206/	2		vanutide cridificar	experimental		FALSE			1
acc-001 (vanutide cridificar)	acc-001 (vanutide cridificar)	biological	1	NCT01284387	molecular	APP	Pubmed	https://pubmed.ncbi.nlm.nih.gov/26967206/	2		vanutide cridificar	experimental		FALSE			1
acc-001 + qs-21	acc-001 + qs-21	biological	2	NCT00498602	molecular	APP	Pubmed	https://pubmed.ncbi.nlm.nih.gov/26967206/	2		vanutide cridificar	experimental		FALSE			2
acc-001 + qs21	acc-001 + qs21	drug	1	NCT00955409	molecular	APP	Pubmed	https://pubmed.ncbi.nlm.nih.gov/26967206/	2		vanutide cridificar	experimental		FALSE			1
acc-001 10 μg/ qs-21 50 μg	acc-001 10 μg/ qs-21 50 μg	biological	1	NCT01227564	molecular	APP	Pubmed	https://pubmed.ncbi.nlm.nih.gov/26967206/	2		vanutide cridificar	experimental		FALSE			1
acc-001 3 μg/ qs-21 50 μg	acc-001 3 μg/ qs-21 50 μg	biological	1	NCT01227564	molecular	APP	Pubmed	https://pubmed.ncbi.nlm.nih.gov/26967206/	2		vanutide cridificar	experimental		FALSE			1
acc-001+ qs21	acc-001+ qs21	drug	1	NCT00955409	molecular	APP	Pubmed	https://pubmed.ncbi.nlm.nih.gov/26967206/	2		vanutide cridificar	experimental		FALSE			1
acc-001+ qs21 (3mcg)	acc-001+ qs21 (3mcg)	biological	1	NCT00960531	molecular	APP	Pubmed	https://pubmed.ncbi.nlm.nih.gov/26967206/	2		vanutide cridificar	experimental		FALSE			1
acc-001+qs-21 (30mcg)	acc-001+qs-21 (30mcg)	biological	1	NCT00960531	molecular	APP	Pubmed	https://pubmed.ncbi.nlm.nih.gov/26967206/	2		vanutide cridificar	experimental		FALSE			1
acceptance and commitment therapy group	acceptance and commitment therapy group	other	1	NCT02454465	behavioral									FALSE			1
accordion pill carbidopa/levodopa	accordion pill carbidopa/levodopa	drug	1	NCT03576638	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00190			carbidopa,levodopa	combination		FALSE			1
accordion pill™ carbidopa/levodopa	accordion pill™ carbidopa/levodopa	drug	2	NCT02615873	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00191			carbidopa,levodopa	combination		FALSE			2
acetaminophen	acetaminophen	drug	4	NCT00482053	molecular	unknown				DrugBank says PTGS1/2 but this is controversial	acetaminophen	approved		FALSE		non	2
acetyl-l-carnitine	acetyl-l-carnitine	drug	1	NCT02955706	molecular	unknown	DB	https://go.drugbank.com/drugs/DB00583		DB says questionable	acetyl-l-carnitine	approved		FALSE			1
achei	achei (acetylcholinesterase inhibitors: Galantamine, Rivastigmine, Donepezil)	drug	1	NCT01852110	placebo									FALSE			1
acitretin	acitretin	drug	1	NCT01078168	molecular	RXRA,RARA,RARB,RARG,RXRB,RXRG	DB	https://go.drugbank.com/drugs/DB00459			acitretin	approved		FALSE	RXRA,RARA,RARB,RARG,RXRB,RXRG	approved	1
acp specialist program	acp specialist program	behavioral	1	NCT03323502	behavioral									FALSE			1
acp video program	acp video program	behavioral	1	NCT02612688	behavioral									FALSE			1
acp-103	acp-103	drug	2	NCT00086294	molecular	HTR2A	DB	https://go.drugbank.com/drugs/DB05316			pimavanserin	approved		FALSE			2
acquisition on kinect	acquisition on kinect	device	1	NCT03113630	none									FALSE			1
acquisition on kinect control group	acquisition on kinect control group	device	1	NCT03113630	none									FALSE			1
acquisition on leapmotion	acquisition on leapmotion	device	1	NCT03113630	none									FALSE			1
acquisition on leapmotion control group	acquisition on leapmotion control group	device	1	NCT03113630	none									FALSE			1
acquisition on touchscreen	acquisition on touchscreen	device	1	NCT03113630	none									FALSE			1
acquisition on touchscreen control group	acquisition on touchscreen control group	device	1	NCT03113630	none									FALSE			1
acr16	acr16	drug	1	NCT00665223	molecular	SIGMAR1	Pubmed	https://pubmed.ncbi.nlm.nih.gov/33871049/	2	https://www.nature.com/articles/s41419-019-1451-2#citeas	pridopidine	experimental		FALSE			1
acr16 10 mg	acr16 10 mg	drug	1	NCT00724048	molecular	SIGMAR1	Pubmed	https://pubmed.ncbi.nlm.nih.gov/33871049/	2		pridopidine	experimental		FALSE			1
acr16 22.5 mg	acr16 22.5 mg	drug	1	NCT00724048	molecular	SIGMAR1	Pubmed	https://pubmed.ncbi.nlm.nih.gov/33871049/	2		pridopidine	experimental		FALSE			1
acr16 45 mg	acr16 45 mg	drug	1	NCT00724048	molecular	SIGMAR1	Pubmed	https://pubmed.ncbi.nlm.nih.gov/33871049/	2		pridopidine	experimental		FALSE			1
acr325	acr325	drug	1	NCT01023282	molecular	unknown	DB	https://go.drugbank.com/drugs/DB05196	2	dopamine "stabilizer"	acr325	experimental		FALSE		non	1
act	act	behavioral	1	NCT03313895	behavioral									FALSE			1
acthar	acthar	drug	1	NCT03068754	molecular	MC2R	DB	https://go.drugbank.com/drugs/DB01285			corticotropin	approved		FALSE			1
actigraph	actigraph	device	1	NCT02741505	none									FALSE			0
actigraphy	actigraphy	procedure	2	NCT03053908	none									FALSE			0
actigraphy and video recording signal	actigraphy and video recording signal	other	1	NCT01049555	none									FALSE			0
actimetry	actimetry	other	1	NCT04044495	none									FALSE			0
actimetry measures	actimetry measures	device	1	NCT03213379	none									FALSE			1
actimyo recording	actimyo recording	device	1	NCT02785978	none									FALSE			0
activa pc+s	activa pc+s	device	6	NCT02115802	device									FALSE			2
activa pc+s neurostimulator	activa pc+s neurostimulator	device	1	NCT03180515	device									FALSE			1
activa pc+s prefrontal	activa pc+s prefrontal	device	1	NCT03131817	device									FALSE			1
activa rc	activa rc	device	1	NCT00998660	device									FALSE			1
activa® pc neurostimulator (model 37601)	activa® pc neurostimulator (model 37601)	device	1	NCT02535884	device									FALSE			1
active comparator	active comparator	drug	2	NCT01614886	placebo				2	example shown is rivastigimine but phrase "active comparator" could apply elsewhere				FALSE			1
active comparator b	active comparator b 	drug	1	NCT01230853	placebo									FALSE			1
active comparator: a	active comparator a 	drug	1	NCT01230853	molecular	APP	Pubmed	https://pubmed.ncbi.nlm.nih.gov/25096615/, https://pubmed.ncbi.nlm.nih.gov/29592816/			lecanemab	experimental	DB	FALSE			1
active comparator: active tdcs and active tus	active comparator: active tdcs and active tus	device	1	NCT03981055	device									FALSE			1
active control	active control	behavioral	4	NCT03786510	placebo									FALSE			4
active control cognitive training	active control cognitive training	behavioral	1	NCT03836963	placebo									FALSE			1
active control condition	active control condition	behavioral	1	NCT02525367	placebo									FALSE			1
active deep tms	active deep tms	device	1	NCT02734485	device									FALSE			1
active exercise	active exercise	other	1	NCT01835652	behavioral									FALSE			1
active hd-tdcs plus speech-language therapy	active hd-tdcs plus speech-language therapy	device	1	NCT02606422	device									FALSE			1
active investigational treatment ent-01	active investigational treatment: ent-01	drug	2	NCT03781791	molecular	unknown	press release	https://enterininc.com/pipeline/	2		ent-01	experimental		FALSE			2
active itbs	active itbs	device	1	NCT03153540	device									FALSE			1
active light therapy : light therapy: dayvia lamp 10000 lux	active light therapy : light therapy: dayvia lamp 10000 lux	device	1	NCT02072642	behavioral									FALSE			1
active monitoring	active monitoring	behavioral	1	NCT01731717	none									FALSE			1
active neuro rx gamma device	active neuro rx gamma device	device	1	NCT03484143	device									FALSE			1
active repetitive transcranial magnetic stimulation	active repetitive transcranial magnetic stimulation	device	1	NCT03892863	device									FALSE			1
active rtms	active rtms	device	1	NCT03406429	device									FALSE			1
active social engagement group	active social engagement group	behavioral	1	NCT01571427	behavioral									FALSE			1
active tavns	active tavns	device	1	NCT04157621	device									FALSE			1
active tdcs	active tdcs	device	8	NCT02503930	device									FALSE			18
active tdcs	active tdcs	procedure	1	NCT02125383	device									FALSE			18
active tdcs plus gait training	active tdcs plus gait training	other	1	NCT04041661	behavioral									FALSE			1
active tdcs plus speech-language therapy	active tdcs plus speech-language therapy	device	1	NCT03728582	behavioral									FALSE			1
active tpcs	active tpcs	device	1	NCT04054960	device									FALSE			1
active treatment with dual therapy	active treatment with dual therapy	combination product	1	NCT03204500	molecular	unknown	DB	https://go.drugbank.com/drugs/DB00313		DB says questionable	valproic acid,lithium carbonate	combination		FALSE			1
active treatment- ct1812 100 mg	active treatment- ct1812 100 mg	drug	1	NCT03493282	molecular	TMEM97	Pubmed	https://pubmed.ncbi.nlm.nih.gov/33559354/	2	https://alzheimersnewstoday.com/ct1812/	ct1812	experimental		FALSE			1
