disease_area	nct	year	intervention_name	drug	regulatory_status	approval_year	patient_years	gen_assoc	target_gene	target_status	classification	priority
parkinson	NCT00335374	2007	pardoprunox	pardoprunox	experimental		253.29500342231347			non	novel, unsup	2
parkinson	NCT00346827	2006	apomorphine nasal powder	apomorphine	approved	2004	39.030800821355236		DRD4	approved	post-approval	7
alzheimer	NCT00348140	2006	rosiglitazone extended release 2mg	rosiglitazone	approved		3946.819986310746		PPARG	approved	repurposing	3
alzheimer	NCT00348192	2006	sb-742457	intepirdine	experimental				HTR6	approved	metoo	5
alzheimer	NCT00348309	2006	rosiglitazone extended release 2mg	rosiglitazone	approved		3837.7878165639972		PPARG	approved	repurposing	3
ftd/als	NCT00349622	2006	ceftriaxone	ceftriaxone	approved		3251.4579055441477			non	repurposing	3
ftd/als	NCT00353665	2005	memantine (ebixa)	memantine	approved		220.78028747433265		GRIN1	approved	repurposing	3
ftd/als	NCT00355576	2006	celecoxib	celecoxib	approved		71.57837097878166		PTGS2	approved	repurposing	3
alzheimer	NCT00357357	2006	hf0220	hf0220	experimental					non	novel, unsup	2
parkinson	NCT00359723	2004	methylphenidate	methylphenidate	approved		21.639972621492127		SLC6A3	approved	repurposing	3
alzheimer	NCT00359944	2006	ac-3933	radequinil	experimental		441.48665297741275		GABRA1	approved	metoo	5
parkinson	NCT00360308	2006	e2007	perampanel	approved		1023.3839835728953		GRIA1	approved	repurposing	3
parkinson	NCT00360412	2006	e2007	perampanel	approved		1495.8412046543463		GRIA1	approved	repurposing	3
alzheimer	NCT00362024	2006	mk0952	mk0952	experimental		23.983572895277206		PDE4A	approved	metoo	5
parkinson	NCT00363727	2003	ropinirole controlled-release (requip cr) for rls	ropinirole	approved	1997	436.0246406570842		DRD3	approved	post-approval	7
alzheimer	NCT00366483	2006	lecozotan sr	lecozotan	experimental				HTR1A	approved	metoo	5
parkinson	NCT00368108	2006	2 mg perampanel	perampanel	approved		1066.4914442162901		GRIA1	approved	repurposing	3
alzheimer	NCT00368459	2006	raloxifene	raloxifene	approved		227.564681724846		ESR1	approved	repurposing	3
huntington	NCT00368849	2005	atomoxetine	atomoxetine	approved		45.01026694045174		SLC6A2	approved	repurposing	3
alzheimer	NCT00369603	2006	aricept	donepezil	approved	1996	4.336755646817249		ACHE	approved	post-approval	7
alzheimer	NCT00371059	2007	memantine	memantine	approved	2003			GRIN1	approved	post-approval	7
ftd/als	NCT00372879	2006	vitamin e	vitamin e	supplement		117.31143052703628			non	novel, unsup	2
parkinson	NCT00373087	2006	entacapone	entacapone	approved	1999	185.13347022587268		COMT	approved	post-approval	7
alzheimer	NCT00375557	2006	divalproex er	valproic acid	approved		0		HDAC9	approved	repurposing	3
parkinson	NCT00375778	2005	memantine (drug)	memantine	approved				GRIN1	approved	repurposing	3
ftd/als	NCT00376051	2006	citalopram	citalopram	approved				SLC6A4	approved	repurposing	3
alzheimer	NCT00377715	2005	dimebon	dimebon	approved				HRH1	approved	repurposing	3
alzheimer	NCT00380276	2006	mpc-7869	flurizan	experimental			OMIM	PSEN1	non	novel, supported	1
alzheimer	NCT00380302	2006	ave1625	ave1625	experimental		134.3901437371663		CNR1	approved	metoo	5
alzheimer	NCT00381238	2006	rosiglitazone	rosiglitazone	approved		86.64476386036961		PPARG	approved	repurposing	3
alzheimer	NCT00381381	2006	donepezil	donepezil	approved	1996	514.8665297741273		ACHE	approved	post-approval	7
parkinson	NCT00381472	2003	ropinirole	ropinirole	approved	1997			DRD3	approved	post-approval	7
alzheimer	NCT00384423	2006	prx-03140	prx-03140	experimental				HTR4	approved	metoo	5
alzheimer	NCT00385684	2007	hydrocodone/apap	hydrocodone,acetaminophen	combination		73.33333333333333		OPRM1	approved	combination	4
huntington	NCT00387270	2006	dimebon	dimebon	approved		3.7207392197125255		HRH1	approved	repurposing	3
alzheimer	NCT00391833	2004	panax ginseng	ginseng	supplement					non	novel, unsup	2
parkinson	NCT00391898	2006	levodopa/carbidopa	carbidopa,levodopa	combination		158.39835728952772		DRD1	approved	combination	4
alzheimer	NCT00392912	2007	androgel (solvay pharmaceuticals)	testosterone	approved		32.498288843258045		AR	approved	repurposing	3
parkinson	NCT00393562	2006	methylphenidate	methylphenidate	approved		0		SLC6A3	approved	repurposing	3
ftd/als	NCT00397423	2006	granulocyte colony stimulating factor	g-csf	approved		26.611909650924023		CSF3R	approved	repurposing	3
alzheimer	NCT00397891	2006	bapineuzumab	bapineuzumab	experimental		266.9952087611225	OMIM	APP	non	novel, supported	1
parkinson	NCT00399477	2006	rasagiline mesylate plus mirapex	pramipexole,rasagiline	combination		149.48665297741272		DRD3	approved	combination	4
parkinson	NCT00400634	2006	cere-120 (adeno-associated virus serotype 2 [aav2]-neurturin [ntn])	cere-120	experimental		116.07939767282683		NRTN	non	novel, unsup	2
alzheimer	NCT00401167	2006	memantine	memantine	approved	2003			GRIN1	approved	post-approval	7
parkinson	NCT00402233	2006	pramipexole	pramipexole	approved	1997			DRD3	approved	post-approval	7
ftd/als	NCT00403104	2006	ono-2506po	arundic acid	experimental		875.0718685831622			non	novel, unsup	2
alzheimer	NCT00403520	2006	experimental 1	donepezil	approved	1996	899.5482546201232		ACHE	approved	post-approval	7
parkinson	NCT00406029	2006	other parkinson's disease treatments	pramipexole,entacapone	combination		494.57084188911705		DRD3	approved	combination	4
parkinson	NCT00406588	2007	levodopa (pardoprunox)	levodopa	approved	1975	344.87337440109513		DRD1	approved	post-approval	7
parkinson	NCT00407095	2007	pardoprunox	pardoprunox	experimental					non	novel, unsup	2
parkinson	NCT00407212	2002	tch346 (dibenz[b,f]oxepin-10-ylmethyl-prop-2-ynyl-amine, hydrogen maleate salt)	omigapil	experimental		551.3182751540041			non	novel, unsup	2
alzheimer	NCT00408525	2006	donepezil	donepezil	approved	1996	234.943189596167		ACHE	approved	post-approval	7
parkinson	NCT00408915	2006	continuous subcutaneous lisuride infusion	lisuride	approved				DRD4	approved	repurposing	3
ftd/als	NCT00409721	2007	memantine	memantine	approved				GRIN1	approved	repurposing	3
alzheimer	NCT00411580	2005	cad106	cad106	experimental		203.09924709103353			non	novel, unsup	2
alzheimer	NCT00414622	2006	dmxb-a	gts-21	experimental				CHRNA4	approved	metoo	5
ftd/als	NCT00415519	2006	mci-186	edaravone	approved	2017	39.56194387405886			non	pre-approval	6
ftd/als	NCT00416169	2003	galantamine hydrobromide	galantamine	approved		47.931553730321696		ACHE	approved	repurposing	3
alzheimer	NCT00417482	2004	risperidone	risperidone	approved		1199.5071868583161		HTR2A	approved	repurposing	3
alzheimer	NCT00420420	2006	mk0249	mk0249	experimental		251.92607802874744		HRH3	approved	metoo	5
alzheimer	NCT00422981	2007	al-108	al-108	experimental		143.90143737166323			non	novel, unsup	2
alzheimer	NCT00423085	2007	rivastigmine transdermal patch	rivastigmine	approved	2000	2789.2511978097195		ACHE	approved	post-approval	7
alzheimer	NCT00423228	2007	zt-1	huperzine	experimental		493.1416837782341			non	novel, unsup	2
ftd/als	NCT00424463	2007	mci-186	edaravone	approved	2017	421.7138945927447			non	pre-approval	6
parkinson	NCT00427011	2007	e2007	perampanel	approved		29.089664613278575		GRIA1	approved	repurposing	3
alzheimer	NCT00428090	2007	rosiglitazone	rosiglitazone	approved		1312.1752224503764		PPARG	approved	repurposing	3
alzheimer	NCT00428389	2007	rivastigmine 10 cm^2 transdermal patch	rivastigmine	approved	2000	284.0574948665298		ACHE	approved	post-approval	7
alzheimer	NCT00432081	2000	indomethacin	indomethacin	approved				PTGS2	approved	repurposing	3
parkinson	NCT00434304	2007	ropinirole prolonged release/extended release(pr/xr)	ropinirole	approved	1997	118.99247091033538		DRD3	approved	post-approval	7
parkinson	NCT00437125	2007	duloxetine hydrochloride	duloxetine	approved		352.643394934976		SLC6A4	approved	repurposing	3
parkinson	NCT00438607	2007	biib014	vipadenant	experimental		166.113620807666		ADORA2A	approved	metoo	5
alzheimer	NCT00439166	2007	doxycycline	doxycycline	approved		383.025325119781			non	repurposing	3
alzheimer	NCT00440050	2007	dha (docosahexaenoic acid)	docosahexaenoic acid	approved		902.5051334702259		PPARA	approved	repurposing	3
parkinson	NCT00442780	2007	biib014	vipadenant	experimental		48.09856262833676		ADORA2A	approved	metoo	5
alzheimer	NCT00443417	2007	sk-pc-b70m	sk-pc-b70m	experimental					non	novel, unsup	2
parkinson	NCT00443872	2007	orally disintegrating selegiline (zelapar)	selegiline	approved	1996	135.13210130047912		MAOB	approved	post-approval	7
ftd/als	NCT00444613	2007	e0302 (mecobalamin)	mecobalamin	approved		2704.186173853525		MTR	approved	repurposing	3
ftd/als	NCT00445172	2008	e0302 (mecobalamin)	mecobalamin	approved		1236.7145790554414		MTR	approved	repurposing	3
parkinson	NCT00449865	2007	creatine	creatine	supplement		12478.954140999316		CKM	approved	metoo	5
parkinson	NCT00451633	2007	e2007	perampanel	approved				GRIA1	approved	repurposing	3
alzheimer	NCT00454870	2007	mem 3454	rg3487	experimental				CHRNA7	approved	metoo	5
alzheimer	NCT00455000	2007	pf-04360365	ponezumab	experimental		92.68993839835728	OMIM	APP	non	novel, supported	1
parkinson	NCT00455507	2007	istradefylline	istradefylline	approved	2019	515.8028747433265		ADORA2A	approved	pre-approval	6
parkinson	NCT00456586	2002	kw-6002 (istradefylline)	istradefylline	approved	2019			ADORA2A	approved	pre-approval	6
parkinson	NCT00456794	2002	istradefylline (kw-6002)	istradefylline	approved	2019			ADORA2A	approved	pre-approval	6
parkinson	NCT00459420	2007	caffeine 100-200 mg bid	caffeine	approved		246.45037645448323		ADORA1	approved	repurposing	3
alzheimer	NCT00459550	2007	gsk933776	gsk933776	experimental		210.8145106091718	OMIM	APP	non	novel, supported	1
parkinson	NCT00460148	2007	ropinirole	ropinirole	approved	1997	9.352498288843258		DRD3	approved	post-approval	7
parkinson	NCT00461942	2006	green tea polyphenols (egcg/ecg)	epigallocatechin gallate	supplement					non	novel, unsup	2
parkinson	NCT00462007	2006	stalevo	carbidopa,levodopa,entacapone	combination		143.57289527720738		DRD1	approved	combination	4
parkinson	NCT00462254	2007	ramelteon	ramelteon	approved		4.008213552361396		MTNR1A	approved	repurposing	3
alzheimer	NCT00464334	2007	v950	v950	experimental		416.04928131416835	OMIM	APP	non	novel, supported	1
parkinson	NCT00465452	2007	continuous release dopamine agonists	ropinirole	approved	1997			DRD3	approved	post-approval	7
parkinson	NCT00466167	2007	pramipexol extended release	pramipexole	approved	1997			DRD3	approved	post-approval	7
alzheimer	NCT00469456	2007	memantine	memantine	approved	2003	420.80766598220396		GRIN1	approved	post-approval	7
alzheimer	NCT00470418	2007	nic5-15	nic5-15	experimental		47.43326488706366	OMIM	APP	non	novel, supported	1
alzheimer	NCT00471211	2006	pbt2	pbt2	experimental					non	novel, unsup	2
parkinson	NCT00472355	2005	apomorphine	apomorphine	approved	2004	0		DRD4	approved	post-approval	7
parkinson	NCT00474058	2007	rotigotine	rotigotine	approved	2007	526.4613278576318		DRD3	approved	post-approval	7
alzheimer	NCT00476008	2007	memantine	memantine	approved	2003	315.23613963039014		GRIN1	approved	post-approval	7
alzheimer	NCT00477659	2007	donepezil hcl (aricept)	donepezil	approved	1996	15.21697467488022		ACHE	approved	post-approval	7
parkinson	NCT00477672	2007	pimavanserin tartrate (acp-103)	pimavanserin	approved		620.8843258042436		HTR2A	approved	repurposing	3
parkinson	NCT00477802	2007	botulinum toxin type a	botulinum toxin a	approved		12.70362765229295		SNAP25	approved	repurposing	3
alzheimer	NCT00478205	2007	aricept (donepezil ir 10 mg)	donepezil	approved	1996			ACHE	approved	post-approval	7
alzheimer	NCT00479219	2007	gsi-953	begacestat	experimental		7.121149897330596	OMIM	PSEN1	non	novel, supported	1
parkinson	NCT00479401	2007	pramipexol extended release	pramipexole	approved	1997			DRD3	approved	post-approval	7
alzheimer	NCT00479557	2007	acc-001	vanutide cridificar	experimental		487.8631074606434	OMIM	APP	non	novel, supported	1
alzheimer	NCT00481520	2007	sam-531	cerlapirdine	experimental				HTR6	approved	metoo	5
alzheimer	NCT00483028	2004	donezepil (aricept)	donepezil	approved	1996			ACHE	approved	post-approval	7
parkinson	NCT00485069	2007	rop+l-dopa	ropinirole,levodopa	combination		307.7946611909651		DRD1	approved	combination	4
alzheimer	NCT00486044	2005	simvastatin	simvastatin	approved		445.8398357289528		HMGCR	approved	repurposing	3
alzheimer	NCT00488670	2010	escitalopram	escitalopram	approved				SLC6A4	approved	repurposing	3
parkinson	NCT00489255	2007	tigan®	trimethobenzamide	approved		565.700205338809			non	repurposing	3
alzheimer	NCT00490568	2007	rosiglitazone xr	rosiglitazone	approved		2652		PPARG	approved	repurposing	3
parkinson	NCT00491998	2006	v1512 and entacapone	entacapone,v1512	combination				COMT	approved	combination	4
alzheimer	NCT00495417	2007	affitope ad01	ad01	experimental		50.06981519507187	OMIM	APP	non	novel, supported	1
huntington	NCT00495820	2007	methylphenidate	methylphenidate	approved		170.02053388090349		SLC6A3	approved	repurposing	3
huntington	NCT00497159	2007	dimebon	dimebon	approved		83.71252566735113		HRH1	approved	repurposing	3
alzheimer	NCT00498602	2007	acc-001	vanutide cridificar	experimental		840.6297056810404	OMIM	APP	non	novel, supported	1
alzheimer	NCT00500500	2005	egb 761® (tanakan®)	ginkgo biloba	supplement		110.06160164271047			non	novel, unsup	2
alzheimer	NCT00501111	2007	azd3480	ispronicline	experimental		716.2847364818617		CHRNA4	approved	metoo	5
parkinson	NCT00501969	2004	rotigotine	rotigotine	approved	2007	1711.937029431896		DRD3	approved	pre-approval	6
alzheimer	NCT00505167	2007	donepezil	donepezil	approved	1996	90.94045174537987		ACHE	approved	post-approval	7
parkinson	NCT00505622	2007	perampanel	perampanel	approved		246.95414099931554		GRIA1	approved	repurposing	3
parkinson	NCT00505687	2005	rotigotine	rotigotine	approved	2007	712.4271047227926		DRD3	approved	pre-approval	6
parkinson	NCT00505843	2007	mk0657	rislenemdaz	experimental		13.60164271047228		GRIN2B	approved	metoo	5
alzheimer	NCT00506415	2007	rivastigmine 10 cm^2	rivastigmine	approved	2000	6201.560574948665		ACHE	approved	post-approval	7
huntington	NCT00514774	2007	ursodiol	ursodiol	approved				AKR1C2	approved	repurposing	3
alzheimer	NCT00515333	2004	trx0014	methylene blue	approved		1076.2245037645448		GUCY1A2	approved	repurposing	3
parkinson	NCT00515437	2007	botulinum toxin type b (myobloc)	botulinum toxin b	approved		63.27720739219713		VAMP1	approved	repurposing	3
parkinson	NCT00517842	2005	vineuro	vineuro	experimental					non	novel, unsup	2
parkinson	NCT00519532	2007	rotigotine	rotigotine	approved	2007	154.08624229979466		DRD3	approved	post-approval	7
parkinson	NCT00522379	2007	rotigotine	rotigotine	approved	2007	2056		DRD3	approved	post-approval	7
alzheimer	NCT00523666	2006	galantamine (reminyl®)	galantamine	approved	2001			ACHE	approved	post-approval	7
parkinson	NCT00524914	2007	apomorphine	apomorphine	approved	2004	7.972621492128679		DRD4	approved	post-approval	7
parkinson	NCT00526630	2007	methylphenidate (mpd)	methylphenidate	approved		42.19028062970568		SLC6A3	approved	repurposing	3
alzheimer	NCT00531804	2006	gantenerumab	gantenerumab	experimental		225.0513347022587	OMIM	APP	non	novel, supported	1
parkinson	NCT00537017	2007	other parkinson's disease treatments	pramipexole,entacapone	combination		278.65845311430525		DRD3	approved	combination	4
parkinson	NCT00537485	2007	spm 962	rotigotine	approved	2007	405.0924024640657		DRD3	approved	post-approval	7
alzheimer	NCT00539305	2009	testosterone gel	testosterone	approved		62.340862422997944		AR	approved	repurposing	3
ftd/als	NCT00542412	2001	riluzole	riluzole	approved	1995	1620.8624229979466		SCN5A	approved	post-approval	7
alzheimer	NCT00544791	2007	melatonin	melatonin	supplement				MTNR1A	approved	metoo	5
ftd/als	NCT00545974	2007	memantine	memantine	approved		418.69404517453796		GRIN1	approved	repurposing	3
parkinson	NCT00547911	2007	droxidopa	droxidopa	approved		77.00479123887749		ADRA1A	approved	repurposing	3
alzheimer	NCT00548145	2007	pitavastatin	pitavastatin	approved		164.5886379192334		HMGCR	approved	repurposing	3
alzheimer	NCT00549601	2007	rivastigmine capsules (6 mg to 12 mg/day)	rivastigmine	approved	2000	224.71184120465435		ACHE	approved	post-approval	7
parkinson	NCT00550238	2007	pimavanserin tartrate (acp-103)	pimavanserin	approved		5009.100616016427		HTR2A	approved	repurposing	3
alzheimer	NCT00550420	2007	rosiglitazone xr	rosiglitazone	approved		453.11430527036276		PPARG	approved	repurposing	3
alzheimer	NCT00551161	2007	memantine	memantine	approved	2003	52.0082135523614		GRIN1	approved	post-approval	7
alzheimer	NCT00555204	2007	abt-089	pozanicline	experimental					non	novel, unsup	2
parkinson	NCT00558025	2007	pramipexole extended release	pramipexole	approved	1997			DRD3	approved	post-approval	7
parkinson	NCT00558337	2007	levodopa-carbidopa	carbidopa,levodopa	combination		84.56673511293634		DRD1	approved	combination	4
parkinson	NCT00559871	2007	fipamezole	fipamezole	experimental		284.8459958932238		ADRA2A	approved	metoo	5
parkinson	NCT00560508	2007	pramipexole extended release	pramipexole	approved	1997			DRD3	approved	post-approval	7
alzheimer	NCT00561392	2007	rivastigmine 5 and 10 cm^2 patch	rivastigmine	approved	2000	208.42710472279262		ACHE	approved	post-approval	7
parkinson	NCT00562198	2008	sinemet 200mg/50mg	carbidopa,levodopa	combination				DRD1	approved	combination	4
alzheimer	NCT00566397	2007	pf-04494700	azeliragon	experimental		1206.2751540041068		AGER	non	novel, unsup	2
parkinson	NCT00566462	2007	perampanel	perampanel	approved		1.1690622861054072		GRIA1	approved	repurposing	3
