intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_comments	db_target	db_status	incl_count
[18f]mni-815 (mni-815)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02531360","NCT02531360")						0
[18f]mni-952	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03080051","NCT03080051")						0
[18f]mni-958	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03545789","NCT03545789")						0
[18f]mppf	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01461083","NCT01461083")						0
[18f]nav4694	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01680588","NCT01680588")						0
[18f]nos	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04062526","NCT04062526")						0
[18f]p16-129	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03902548","NCT03902548")						0
[18f]pbr06	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03876002","NCT03876002")						0
[18f]pi-2620	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03903211","NCT03903211")						0
[18f]ro6958948	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02187627","NCT02187627")						0
[18f]t807	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02370524","NCT02370524")						0
[18f]t807 ([18f]mni-777)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02103894","NCT02103894")						0
[18f]t807 pet	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03022968","NCT03022968")						0
[18f]thk-5351	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03112096","NCT03112096")						0
[18fluor]azd4694	other	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01325402","NCT01325402")						0
[21cfr640.30] plasma from 18 - 25 year old volunteer donors	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04202757","NCT04202757")						1
[^18f]gtp1	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03977584","NCT03977584")						1
[c-11]	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03746366","NCT03746366")						0
[c-11]pib-pet/mri	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03503331","NCT03503331")						0
[f-18]pbr06	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02649985","NCT02649985")						0
[f-18]w372	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00954369","NCT00954369")						0
[f18] t807	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01733355","NCT01733355")						0
[f18] t808	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01723488","NCT01723488")						0
[f18]-fddnp	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02243982","NCT02243982")						0
[f18]av1451	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03939780","NCT03939780")						0
[f18]mk-6240	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03939780","NCT03939780")						0
[f18]ro-948	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03939780","NCT03939780")						0
[standard stn]	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03470324","NCT03470324")						4
[standard stn]	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02588144","NCT02588144")						4
[stn+snr]	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03470324","NCT03470324")						4
[stn+snr]	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02588144","NCT02588144")						4
[year1] dual-task training with task priority strategy	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03895125","NCT03895125")						1
[year2-3] dual-task training with internal and external focus	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03895125","NCT03895125")						1
a 12-week health promotion course	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03741543","NCT03741543")						1
a cranial mri	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02492529","NCT02492529")						0
a functional exercise program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01369901","NCT01369901")						1
a mix of natural treatments and medications	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02260167","NCT02260167")						1
a neuropsychological evaluation	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02557464","NCT02557464")						0
a psycho-social intervention	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01681641","NCT01681641")						1
a stretching exercise program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01369901","NCT01369901")						1
a: placebo to match donepezil and mk-3134 + placebo to match scopolamine	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01181310","NCT01181310")						0
aab-001	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00174525","NCT00174525")						1
aab-003 (pf-05236812)	drug	10	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01193608","NCT01193608")						10
aadvac1	biological	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02579252","NCT02579252")						6
aadvac1	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02031198","NCT02031198")						6
aadvac1 160 µg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03174886","NCT03174886")						1
aadvac1 40 µg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03174886","NCT03174886")						1
aat and cognitive stimulation and rehabilitation of social tie.	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02829801","NCT02829801")						1
aav-haadc-2	genetic	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00229736","NCT00229736")						2
aav-htert	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04133454","NCT04133454")						1
aavrh.10hpoe2 vector	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03634007","NCT03634007")						1
abbv-0805	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04127695","NCT04127695")						1
abbv-8e12	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03712787","NCT03712787")						2
abbv-951	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03781167","NCT03781167")						3
abc answers	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03397667","NCT03397667")						1
abc clinical program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03119259","NCT03119259")						1
abdominal strengthening exercise	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03343574","NCT03343574")						1
ability platform program	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02746484","NCT02746484")						1
abt-089	drug	8	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00069849","NCT00069849")						8
abt-126	drug	8	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00867399","NCT00867399")						7
abt-288	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01018875","NCT01018875")					non	1
abt-354	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01908010","NCT01908010")						2
abt-384	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01137526","NCT01137526")					non	1
abt-957	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02220738","NCT02220738")						2
abt-slv187	drug	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02799381","NCT02799381")						4
abvac40	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03461276","NCT03461276")						4
abvac40	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03113812","NCT03113812")						4
abx-cbl	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00035880","NCT00035880")						1
ac-1202	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03635879","NCT03635879")						0
ac-1204	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01741194","NCT01741194")						1
ac-1205	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03635879","NCT03635879")						0
ac-1206	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03635879","NCT03635879")						0
ac-1207	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03635879","NCT03635879")						0
ac-3933	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00359944","NCT00359944")						2
acamprosate	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00640952","NCT00640952")				GABRA1,GRIN1,GRM5	approved	1
acc-001	biological	8	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01238991","NCT01238991")						18
acc-001	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00955409","NCT00955409")						18
acc-001 (10 mcg) + qs-21	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00960531","NCT00960531")						1
acc-001 (vanutide cridificar)	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01284387","NCT01284387")						1
acc-001 + qs-21	biological	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00498602","NCT00498602")						2
acc-001 + qs21	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00955409","NCT00955409")						1
acc-001 10 μg/ qs-21 50 μg	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01227564","NCT01227564")						1
acc-001 3 μg/ qs-21 50 μg	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01227564","NCT01227564")						1
acc-001+ qs21	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00955409","NCT00955409")						1
acc-001+ qs21 (3mcg)	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00960531","NCT00960531")						1
acc-001+qs-21 (30mcg)	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00960531","NCT00960531")						1
acceptance and commitment therapy group	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02454465","NCT02454465")						1
accordion pill carbidopa/levodopa	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03576638","NCT03576638")						1
accordion pill™ carbidopa/levodopa	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02615873","NCT02615873")						2
acetaminophen	drug	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00482053","NCT00482053")					non	2
acetyl-l-carnitine	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02955706","NCT02955706")						1
achei	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01852110","NCT01852110")						1
acitretin	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01078168","NCT01078168")				RXRA,RARA,RARB,RARG,RXRB,RXRG	approved	1
acp specialist program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03323502","NCT03323502")						1
acp video program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02612688","NCT02612688")						1
acp-103	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00086294","NCT00086294")						2
acquisition on kinect	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03113630","NCT03113630")						1
acquisition on kinect control group	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03113630","NCT03113630")						1
acquisition on leapmotion	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03113630","NCT03113630")						1
acquisition on leapmotion control group	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03113630","NCT03113630")						1
acquisition on touchscreen	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03113630","NCT03113630")						1
acquisition on touchscreen control group	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03113630","NCT03113630")						1
acr16	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00665223","NCT00665223")						1
acr16 10 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00724048","NCT00724048")						1
acr16 22.5 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00724048","NCT00724048")						1
acr16 45 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00724048","NCT00724048")						1
acr325	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01023282","NCT01023282")					non	1
act	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03313895","NCT03313895")						1
acthar	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03068754","NCT03068754")						1
actigraph	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02741505","NCT02741505")						0
actigraphy	procedure	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03053908","NCT03053908")						0
actigraphy and video recording signal	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01049555","NCT01049555")						0
actimetry	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04044495","NCT04044495")						0
actimetry measures	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03213379","NCT03213379")						1
actimyo recording	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02785978","NCT02785978")						0
activa pc+s	device	6	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02115802","NCT02115802")						2
activa pc+s neurostimulator	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03180515","NCT03180515")						1
activa pc+s prefrontal	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03131817","NCT03131817")						1
activa rc	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00998660","NCT00998660")						1
activa® pc neurostimulator (model 37601)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02535884","NCT02535884")						1
active comparator	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01614886","NCT01614886")						1
active comparator b	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01230853","NCT01230853")						1
active comparator: a	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01230853","NCT01230853")						1
active comparator: active tdcs and active tus	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03981055","NCT03981055")						1
active control	behavioral	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03786510","NCT03786510")						4
active control cognitive training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03836963","NCT03836963")						1
active control condition	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02525367","NCT02525367")						1
active deep tms	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02734485","NCT02734485")						1
active exercise	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01835652","NCT01835652")						1
active hd-tdcs plus speech-language therapy	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02606422","NCT02606422")						1
active investigational treatment ent-01	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03781791","NCT03781791")						2
active itbs	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03153540","NCT03153540")						1
active light therapy : light therapy: dayvia lamp 10000 lux	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02072642","NCT02072642")						1
active monitoring	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01731717","NCT01731717")						1
active neuro rx gamma device	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03484143","NCT03484143")						1
active repetitive transcranial magnetic stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03892863","NCT03892863")						1
active rtms	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03406429","NCT03406429")						1
active social engagement group	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01571427","NCT01571427")						1
active tavns	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04157621","NCT04157621")						1
active tdcs	device	8	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02503930","NCT02503930")						18
active tdcs	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02125383","NCT02125383")						18
active tdcs plus gait training	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04041661","NCT04041661")						1
active tdcs plus speech-language therapy	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03728582","NCT03728582")						1
active tpcs	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04054960","NCT04054960")						1
active treatment with dual therapy	combination product	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03204500","NCT03204500")						1
active treatment- ct1812 100 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03493282","NCT03493282")						1
active treatment- ct1812 300 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03493282","NCT03493282")						1
active-sham	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04289402","NCT04289402")						1
active: affitope ad02	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01117818","NCT01117818")						1
activities of daily living (drinking, washing hand and eating)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02464852","NCT02464852")						1
activity matched to both interest and function	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00388544","NCT00388544")						1
activity matched to function	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00388544","NCT00388544")						1
activity matched to interest	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00388544","NCT00388544")						1
activpal	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02878486","NCT02878486")						1
acupuncture	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02587754","NCT02587754")						24
acupuncture	other	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03810794","NCT03810794")						24
acupuncture	procedure	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03378037","NCT03378037")						24
acupuncture and bee venom acupuncture point injection	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01970813","NCT01970813")						1
acupuncture needle	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03814382","NCT03814382")						1
acupuncture to treat fatigue in parkinson disease	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01360229","NCT01360229")						1
acute intermittent hypoxia	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03645031","NCT03645031")						1
ad-35 30 mg + placebo of ad-35 30 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03790982","NCT03790982")						1
ad-35 60 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03790982","NCT03790982")						1
ad-35 60mg group	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03625401","NCT03625401")						1
ad-only info, in-person disclosure	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00462917","NCT00462917")						0
ad-only info, phone disclosure	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00462917","NCT00462917")						0
adaptation and training to non invasive ventilation (niv)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02537132","NCT02537132")						1
adaptation of "calm"	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03975608","NCT03975608")						1
adapted physical activity	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03866018","NCT03866018")						1
adapted tango dance	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03269149","NCT03269149")						0
adapted tango dancing	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02457832","NCT02457832")						1
adaptive (closed loop) dbs (summit rc+s)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04043403","NCT04043403")						1
adaptive dbs	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03724734","NCT03724734")						1
adaptive dbs (activa pc+s neurostimulator)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02384421","NCT02384421")						1
adaptive deep brain stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03422757","NCT03422757")						1
