nct	intervention_name	intervention_type
NCT03293069	deferiprone	drug
NCT03293069	placebo oral tablet	drug
NCT00253188	galantamine hydrobromide	drug
NCT01839396	deep brain stimulation	device
NCT04322227	foliglurax 10 mg (treatment a)	drug
NCT04322227	foliglurax 30 mg (treatment b)	drug
NCT04322227	placebo (treatment c)	drug
NCT02017912	autologous msc-ntf cells	biological
NCT02017912	placebo	biological
NCT03716570	biib054	drug
NCT03716570	placebo	drug
NCT04055376	genus device (active settings)	device
NCT04055376	genus device (sham settings)	device
NCT02701621	mirt-at	other
NCT02701621	mirt	other
NCT00407212	tch346 (dibenz[b,f]oxepin-10-ylmethyl-prop-2-ynyl-amine, hydrogen maleate salt)	drug
NCT00684710	paz-417	drug
NCT00684710	placebo	drug
NCT01998841	crenezumab	drug
NCT01998841	placebo	drug
NCT01712074	pf-05212377 (sam-760)	drug
NCT01712074	placebo	other
NCT01055392	lithium carbonate	drug
NCT01055392	placebo	drug
NCT03363269	id1201	drug
NCT01938495	neurx® diaphragm pacing system™ (dps)	device
NCT00862940	memantine	drug
NCT00862940	placebo	drug
NCT01969136	drug: evp-6124	drug
NCT01969136	placebo	drug
NCT04104659	mk 6240	drug
NCT01238991	acc-001	biological
NCT01238991	acc-001	biological
NCT01238991	acc-001	biological
NCT02063269	rivastigmine	drug
NCT02838797	rq-00000010	drug
NCT02838797	placebo	drug
NCT01399125	rivastigmine patch	drug
NCT01399125	rivastigmine capsules	drug
NCT01399125	placebo to rivastigmine patch	drug
NCT01399125	placebo to rivastigmine capsules	drug
NCT03799887	0% unweighed bwstt	behavioral
NCT03799887	10% unweighed bwstt	behavioral
NCT03799887	20% unweighed bwstt	behavioral
NCT02250690	experimental group - tdcs	device
NCT02250690	control group (tdcs sham)	device
NCT03352739	dbs of the fornix, power on	device
NCT03352739	dbs of the nbm, power on	device
NCT03352739	dbs of the fornix, power off	device
NCT03352739	dbs of the nbm, power off	device
NCT01492374	bms-241027	drug
NCT01492374	bms-241027	drug
NCT01492374	bms-241027	drug
NCT01492374	placebo matching bms-241027	drug
NCT00030979	donepezil	drug
NCT02155946	transcranial direct current stimulation (tdcs) soterix medical inc. tdcs unit	device
NCT02155946	transcranial direct current stimulation (tdcs) soterix medical inc. tdcs unit	device
NCT00814502	zolpidem cr	drug
NCT00814502	placebo	drug
NCT04201093	tavapadon	drug
NCT04201093	placebo	drug
NCT02344485	omm treatment	procedure
NCT00690118	pioglitazone	drug
NCT00690118	placebo	drug
NCT03876002	[18f]pbr06	drug
NCT02736695	f-18 av 1451	drug
NCT00959881	donepezil plus placebo	drug
NCT00959881	donepezil	drug
NCT00959881	begacestat	drug
NCT03716674	metronome	device
NCT02576639	cnp520	drug
NCT02576639	placebo	drug
NCT04265378	anodal tdcs	device
NCT04265378	intensive cognitive training	behavioral
NCT02729454	mental practice and physical therapy	other
NCT02729454	physical therapy	other
NCT02209363	auto-adjusting positive airway pressure	device
NCT02209363	nasal dilator strips	other
NCT01634568	v81444	drug
NCT02099747	hatg	drug
NCT02099747	csa	drug
NCT02099747	eltrombopag	drug
NCT02963415	exergame	behavioral
NCT03933696	tailored lighting intervention	device
NCT00278525	standard of care	drug
NCT00278525	stem cell transplantation	procedure
NCT01550484	18f-av-133	drug
NCT03308032	intervention	behavioral
NCT03308032	control	behavioral
NCT02062099	[18f]dpa-714 pet/ [18f]av-45 pet/neuropsychological assessment	drug
NCT00599196	rotigotine	drug
NCT02953665	liraglutide	drug
NCT02953665	placebo	drug
NCT02074215	aerobic exercises	other
NCT02074215	stretch exercise	other
NCT00965588	ub 311	biological
NCT04140708	exercise--rock steady boxing class	behavioral
NCT00901498	bms-708163	drug
NCT00901498	bms-708163	drug
NCT00901498	bms-708163	drug
NCT00901498	bms-708163	drug
NCT00901498	bms-708163	drug
NCT03150290	indirect calorimetry.	other
NCT03150290	18-fdg-pet	device
NCT03713892	ckd-504	drug
NCT03713892	placebo	drug
NCT00664209	clartihromycin, amoxicillin, and omeprazole	drug
NCT00664209	placebo	drug
NCT03359226	submandibular gland biopsy	procedure
NCT02656316	active tdcs	device
NCT02656316	sham tdcs	device
NCT00757939	mri	other
NCT00757939	fdg-pet	other
NCT00742417	albutein 5%	biological
NCT00742417	control	other
NCT03474263	biologic: ic14 (monoclonal antibody against human cd14)	biological
NCT02228187	brain-computer interface	device
NCT02546310	htl0009936	drug
NCT02546310	htl0009936 matching placebo	drug
NCT00869830	biofeedback therapy	other
NCT01817088	new targeting procedure without electrophysiology	procedure
NCT01817088	classical neurosurgical procedure	procedure
NCT01223781	biofeedback-based motor learning for pd	behavioral
NCT00113269	basiliximab	drug
NCT00113269	rabbit anti-thymocyte globulin	drug
NCT00113269	tacrolimus	drug
NCT00113269	alemtuzumab	drug
NCT00113269	mycophenolate mofetil	drug
NCT00113269	steroids	drug
NCT01767311	ban2401 2.5 mg/kg	drug
NCT01767311	ban2401 5.0 mg/kg	drug
NCT01767311	ban2401 10 mg/kg	drug
NCT01767311	ban2401 5.0 mg/kg	drug
NCT01767311	ban2401 10 mg/kg	drug
NCT01767311	placebo	drug
NCT02063308	oxaloacetate (oaa)	dietary supplement
NCT00954252	chf 5074	drug
NCT00954252	placebo	drug
NCT00954252	chf 5074	drug
NCT00954252	chf 5074	drug
NCT00954252	chf 5074	drug
NCT00954252	chf 5074	drug
NCT00954252	chf 5074	drug
NCT03778151	repetitive transcranial magnetic stimulation	device
NCT00885222	dbs parameters setting	device
NCT00666653	pramipexole	drug
NCT04099823	mri screening form	other
NCT04099823	urine pregnancy test	diagnostic test
NCT04099823	mr brain	diagnostic test
NCT00211224	riluzole	drug
NCT03179501	np001	drug
NCT03179501	placebo	drug
NCT03922672	group piano training	behavioral
NCT00154635	dcb-ad1	drug
NCT04333329	neurolith	device
NCT03520998	grf6019	drug
NCT03808961	niacin	dietary supplement
NCT03808961	niacinamide	dietary supplement
NCT03808961	placebo	other
NCT03969927	low-fidelity pds	device
NCT03969927	high fidelity fixed-base simulator	device
NCT04165213	cope online training	behavioral
NCT04228666	hb-admscs	drug
NCT00065689	high-intensity light therapy	device
NCT00633841	affitope ad02	biological
NCT03235284	exercises	other
NCT03235284	nintendo wii	other
NCT03235284	exercises and nintendo wii	other
NCT00678431	resveratrol with glucose, and malate	dietary supplement
NCT00678431	placebo	dietary supplement
NCT03360552	multidimensional fragility index questionnaire rai-home care	other
NCT03360552	usual care	other
NCT02987140	clinical evaluations	behavioral
NCT02862210	lithium carbonate	drug
NCT02862210	placebo	drug
NCT00448799	[123-i] av-83 injection and imaging procedures	radiation
NCT03019536	ly3303560 - iv	drug
NCT03019536	placebo - iv	drug
NCT03019536	florbetapir f 18	drug
NCT03019536	flortaucipir f18	drug
NCT00806767	therapeutic immune globulin	biological
NCT00806767	busulfan	drug
NCT00806767	fludarabine phosphate	drug
NCT00806767	allogeneic hematopoietic stem cell transplantation	procedure
NCT01436045	insulin glulisine	drug
NCT01436045	saline	drug
NCT03841539	mediterranean diet	behavioral
NCT03841539	study supplement	dietary supplement
NCT03841539	low-fat diet	behavioral
NCT01565369	florbetapir f 18	drug
NCT00361205	electronic monitoring cap	device
NCT03872115	pdvibe2	device
NCT00560508	pramipexole immediate release	drug
NCT00560508	pramipexole extended release	drug
NCT04274478	auditive cueing	device
NCT02470780	rifaximin	drug
NCT02470780	placebo	drug
NCT01681602	aerobic exercise	other
NCT00004844	tissue implantation	procedure
NCT00628017	omega-3 polyunsaturated fatty acids ( epa+dha)	dietary supplement
NCT03737773	glasses (prismatic lenses)	other
NCT03737773	glasses (neutral)	other
NCT01646723	volunteers adding life in dementia (valid) program	behavioral
NCT00360412	e2007	drug
NCT00440050	dha (docosahexaenoic acid)	drug
NCT00440050	placebo	drug
NCT00777361	azd3480	drug
NCT00777361	azd3480	drug
NCT03053908	actigraphy	procedure
NCT03053908	nocturnal polysomnograpahy (npsg)	procedure
NCT01554683	low/high/placebo dose keppra (levetiracetam)	drug
NCT03119259	abc clinical program	behavioral
NCT03119259	bcn	behavioral
NCT00285025	sr57667b	drug
NCT03491462	arimoclomol	drug
NCT03491462	placebo oral capsule	drug
NCT03543878	flicker	device
NCT00248768	transcranial magnetic stimulator	device
NCT03350464	repetitive transcranial magnetic stimulation	device
NCT01172145	modafinil	drug
NCT01172145	placebo	drug
NCT03860857	amyloid pet scan	radiation
NCT03860857	tau pet scan using mk-6240	drug
NCT03860857	neurocognitive testing	behavioral
NCT03860857	mri	other
NCT02521558	intervention group	behavioral
NCT02521558	control group	behavioral
NCT03847714	omni-biotic stress repair	dietary supplement
NCT03847714	placebo	dietary supplement
NCT04201834	risperidone	drug
NCT04201834	biostamp npoint device	device
NCT00083421	ono-2506po	drug
NCT04051151	gameficiation	behavioral
NCT03552484	home visit program	behavioral
NCT03552484	usual care/online survey	behavioral
NCT00314912	tramiprosate (3aps)	drug
NCT03422757	adaptive deep brain stimulation	device
NCT03422757	conventional deep brain stimulation	device
NCT01404169	e2020	drug
NCT01404169	placebo	drug
NCT03606798	3 home visits made by a psychologist	other
NCT00749216	solanezumab	drug
NCT01424475	healthy	genetic
NCT01424475	pkd patients	genetic
NCT02579252	aadvac1	biological
NCT02579252	placebo	drug
NCT04269642	pt320 2.0mg placebo	drug
NCT04269642	pt320 2.0 mg	drug
NCT04269642	pt320 2.5 mg	drug
NCT00658567	pimavanserin tartrate (acp-103)	drug
NCT00658567	pimavanserin tartrate (acp-103)	drug
NCT00658567	pimavanserin tartrate (acp-103)	drug
NCT00070928	valerian	drug
NCT00566397	pf-04494700	drug
NCT00566397	pf-04494700	drug
NCT00566397	placebo	drug
NCT01562496	exercise	behavioral
NCT02741765	sham rtms	behavioral
NCT02741765	real rtms	other
NCT02741765	supervised aerobic exercise	behavioral
NCT02550275	neuropsychological test	behavioral
NCT02550275	mri	radiation
NCT03427086	biotin	drug
NCT03427086	placebo oral tablet	drug
NCT03978507	intelligent cueing	behavioral
NCT03978507	feedback about the number of steps	behavioral
NCT00105547	mpc-7869	drug
NCT00105547	mpc-7869	drug
NCT01153607	bay1006578	drug
NCT01153607	bay1006578	drug
NCT01153607	bay1006578	drug
NCT03123224	combined aerobic and resistance exercise + caregiver skills training	behavioral
NCT03123224	stretching balance and flexibility + caregiver skills training	behavioral
NCT00151398	lecozotan sr	drug
NCT00151398	donepezil	drug
NCT00626210	modafinil	drug
NCT01563913	docosahexaenoic acid (dha)	drug
NCT01563913	placebo	drug
NCT02973698	chin-down posture maneuver	other
NCT02973698	orientations about swallowing	other
NCT02973698	control	other
NCT00359723	methylphenidate	drug
NCT04033393	game based dual-task training	other
NCT04033393	treadmill training	other
NCT02213458	navigated care	behavioral
NCT01970813	acupuncture and bee venom acupuncture point injection	device
NCT01970813	sham acupuncture and normal saline injections	device
NCT03565965	experimental training	behavioral
NCT03565965	control training	behavioral
NCT01463384	minocycline	drug
NCT00610103	apomorphine hydrochloride	drug
NCT03244813	personalized activity program	other
NCT03241784	autologous t-regulatory lymphocytes	biological
NCT03241784	interleukin-2	biological
NCT02831283	11c-pbr28	drug
NCT02831283	18f-florbetaben	drug
NCT02831283	lumbar puncture (optional)	procedure
NCT01014663	traditional therapeutic exercise	behavioral
NCT01014663	non-contact boxing training	behavioral
NCT00001626	antithymocyte globulin	drug
NCT00001626	cyclophosphamide	drug
NCT00001626	cyclosporine	drug
NCT03656107	cognitive training	behavioral
NCT04062526	[18f]nos	drug
NCT01934881	voltage adjustment only	device
NCT01934881	combined parameters adjustment	device
NCT04114318	dual-task cognitive-cycling training	other
NCT03566589	lactobacillus plantarum ps128	dietary supplement
NCT00462917	pleiotropic info, in-person disclosure	behavioral
NCT00462917	ad-only info, in-person disclosure	behavioral
NCT00462917	pleiotropic info, phone disclosure	behavioral
NCT00462917	ad-only info, phone disclosure	behavioral
NCT00151502	atorvastatin	drug
NCT04137926	micrnas battery	diagnostic test
NCT03830190	parkinson's disease nurse specialist care	other
NCT04171076	transcutaneous spinal cord stimulation	procedure
NCT00260793	ropinirole hydrochloride	drug
NCT02987842	truscan neurofeedback	device
NCT03025334	high-definition transcranial direct current stimulation	device
NCT01602549	gsk962040 (25 mg tablet)	drug
NCT01602549	placebo	drug
NCT01059877	1072nm infrared photobiomodulation	device
NCT01059877	photobiomodulation simulated	device
NCT02832921	cognitive training by virtual reality	behavioral
NCT02832921	watching a scientific tv documentary	behavioral
NCT02832921	treadmill	device
NCT03446833	the lfp beta adbs system	device
NCT03757910	18f-mk-6240	drug
NCT03757910	11c-pib	drug
NCT01035164	f-18 fedaa1106 (bay85-8101)	drug
NCT01035164	f-18 fedaa1106 (bay85-8101)	drug
NCT01035164	f-18 fedaa1106 (bay85-8101)	drug
NCT01187966	safinamide	drug
NCT01187966	safinamide	drug
NCT01187966	placebo	drug
NCT03112096	[18f]thk-5351	drug
NCT03877510	ipx203 140 mg	drug
NCT03877510	ipx203 210 mg	drug
NCT03877510	ipx203 280 mg	drug
NCT03877510	ipx203 350 mg	drug
NCT01476306	telemedicine	other
NCT01476306	usual care	other
NCT01523301	rotigotine	drug
NCT01523301	placebo	drug
NCT00945672	pf-04360365 10 mg/kg	biological
NCT00945672	pf-04360365 7.5 mg/kg	biological
NCT00945672	placebo	drug
NCT02340195	idalopirdine (lu ae58054) 60 mg	drug
NCT00239564	ipx054 100 mg	drug
NCT00239564	ipx054 150 mg	drug
NCT00239564	ipx054 200 mg	drug
NCT00239564	ipx054 250 mg	drug
NCT00239564	ipx054 300 mg	drug
NCT00568776	placebo control	drug
NCT00568776	elnd005	drug
NCT00568776	elnd005	drug
NCT00568776	elnd005	drug
NCT02506036	brain hq	other
NCT00195143	surgical infusion of aav-gad into the subthalamic nucleus	genetic
NCT00499200	sra-444	drug
NCT02910102	rvt-101 35 mg	drug
NCT02910102	placebo	drug
NCT02972658	lanabecestat	drug
NCT04247347	biofeedback training	behavioral
NCT04247347	dementia education	other
NCT04247347	resourcefulness training	behavioral
NCT03121950	dance	other
NCT03121950	music	other
NCT02855021	explorations	other
NCT02708186	nelotanserin	drug
NCT02708186	placebo	drug
NCT01351142	blood test and cognitive tests	other
NCT02538029	dual task group	behavioral
NCT02538029	single task group	behavioral
NCT02796040	mri	device
NCT03191916	transcranial direct current stimulation	device
NCT03191916	sham (for transcranial direct current stimulation)	device
NCT02616120	sqjz herbal mixtures	drug
NCT02616120	placebo	drug
NCT01894620	rtms real-sham	device
NCT01894620	rtms sham-real	device
NCT00388544	activity matched to interest	behavioral
NCT00388544	activity matched to function	behavioral
NCT00388544	activity matched to both interest and function	behavioral
NCT02792257	dronabinol (marinol®)	drug
NCT02792257	placebo	drug
NCT03661034	gammasense stimulation system (non-invasive, non-significant risk)	device
NCT00291161	partners in dementia care	behavioral
NCT00038116	embryonic dopamine cell implant surgery	procedure
NCT00038116	placebo	procedure
NCT00105105	mifepristone	drug
NCT00317798	anti-thymocyte globulin	biological
NCT00317798	sirolimus	drug
NCT00593606	rotigotine	drug
NCT01311492	healthy lifestyle program	behavioral
NCT01311492	physical activity intervention	behavioral
NCT01434940	eye movements will be recorded using video-oculography techniques based on both the corneal reflection principle and an infra-red light beam	other
NCT00443872	orally disintegrating selegiline (zelapar)	drug
NCT01940406	stimulation procedure	procedure
NCT00240695	galantamine hydrobromide	drug
NCT02833311	computer tablet group	behavioral
NCT02833311	paper and pencil group	behavioral
NCT02833311	standard treatment control group	behavioral
NCT02615873	accordion pill™ carbidopa/levodopa	drug
NCT01181310	a: placebo to match donepezil and mk-3134 + placebo to match scopolamine	drug
NCT01181310	b: placebo to match donepezil and mk-3134 + scopolamine 0.5 mg	drug
NCT01181310	c: mk-3134 25 mg + scopolamine 0.5 mg	drug
NCT01181310	d: donepezil 10 mg + scopolamine 0.5 mg	drug
NCT01181310	e: combo: donepezil 10 mg + mk-3134 25 mg + scopolamine 0.5 mg	drug
NCT01504958	repetitive transcranial magnetic stimulation (rtms)	device
NCT01504958	nice cognitive training	behavioral
NCT01515891	bia 9-1067	drug
NCT01253499	trx0037	drug
NCT01036139	bf2.649 (pitolisant)	drug
NCT02415062	donepezil	drug
NCT03552861	repetitive transcranial magnetic stimulation(rtms)	device
NCT00004387	fetal nigral transplantation	procedure
NCT04228770	meeting with pharmacist	behavioral
NCT01650818	aerobic exercise training	other
NCT01650818	standard physical therapy (stretching/range-of-motion)	other
NCT00566462	perampanel	drug
NCT00566462	placebo	drug
NCT03711955	exercise	other
NCT03555292	11c-pib	drug
