intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_comments
[18f]nos	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04062526","NCT04062526")			
[18f]p16-129	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03902548","NCT03902548")			
[18f]pbr06	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03876002","NCT03876002")			
[18f]pi-2620	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03903211","NCT03903211")			
[18f]ro6958948	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02187627","NCT02187627")			
[18f]t807	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02370524","NCT02370524")			
[18f]t807 ([18f]mni-777)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02103894","NCT02103894")			
[18f]t807 pet	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03022968","NCT03022968")			
[18f]thk-5351	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03112096","NCT03112096")			
[18fluor]azd4694	other	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01325402","NCT01325402")			
[21cfr640.30] plasma from 18 - 25 year old volunteer donors	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04202757","NCT04202757")			
[^18f]gtp1	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03977584","NCT03977584")			
[c-11]	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03746366","NCT03746366")			
[c-11]pib-pet/mri	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03503331","NCT03503331")			
[f-18]pbr06	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02649985","NCT02649985")			
[f-18]w372	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00954369","NCT00954369")			
[f18] t807	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01733355","NCT01733355")			
[f18] t808	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01723488","NCT01723488")			
[f18]-fddnp	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02243982","NCT02243982")			
[f18]av1451	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03939780","NCT03939780")			
[f18]mk-6240	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03939780","NCT03939780")			
[f18]ro-948	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03939780","NCT03939780")			
[standard stn]	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03470324","NCT03470324")			
[standard stn]	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02588144","NCT02588144")			
[stn+snr]	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03470324","NCT03470324")			
[stn+snr]	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02588144","NCT02588144")			
[year1] dual-task training with task priority strategy	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03895125","NCT03895125")			
[year2-3] dual-task training with internal and external focus	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03895125","NCT03895125")			
a 12-week health promotion course	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03741543","NCT03741543")			
a cranial mri	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02492529","NCT02492529")			
a functional exercise program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01369901","NCT01369901")			
a mix of natural treatments and medications	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02260167","NCT02260167")			
a neuropsychological evaluation	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02557464","NCT02557464")			
a psycho-social intervention	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01681641","NCT01681641")			
a stretching exercise program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01369901","NCT01369901")			
a: placebo to match donepezil and mk-3134 + placebo to match scopolamine	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01181310","NCT01181310")			
aab-001	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00174525","NCT00174525")			
aab-003 (pf-05236812)	drug	10	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01193608","NCT01193608")			
aadvac1	biological	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02579252","NCT02579252")			
aadvac1	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02031198","NCT02031198")			
aadvac1 160 µg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03174886","NCT03174886")			
aadvac1 40 µg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03174886","NCT03174886")			
aat and cognitive stimulation and rehabilitation of social tie.	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02829801","NCT02829801")			
aav-haadc-2	genetic	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00229736","NCT00229736")			
aav-htert	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04133454","NCT04133454")			
aavrh.10hpoe2 vector	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03634007","NCT03634007")			
abbv-0805	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04127695","NCT04127695")			
abbv-8e12	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03712787","NCT03712787")			
abbv-951	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03781167","NCT03781167")			
abc answers	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03397667","NCT03397667")			
abc clinical program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03119259","NCT03119259")			
abdominal strengthening exercise	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03343574","NCT03343574")			
ability platform program	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02746484","NCT02746484")			
abt-089	drug	8	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00069849","NCT00069849")			
abt-126	drug	8	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00867399","NCT00867399")			
abt-288	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01018875","NCT01018875")			
abt-354	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01908010","NCT01908010")			
abt-384	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01137526","NCT01137526")			
abt-957	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02220738","NCT02220738")			
abt-slv187	drug	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02799381","NCT02799381")			
abvac40	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03461276","NCT03461276")			
abvac40	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03113812","NCT03113812")			
abx-cbl	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00035880","NCT00035880")			
ac-1202	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03635879","NCT03635879")			
ac-1204	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01741194","NCT01741194")			
ac-1205	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03635879","NCT03635879")			
ac-1206	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03635879","NCT03635879")			
ac-1207	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03635879","NCT03635879")			
ac-3933	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00359944","NCT00359944")			
acamprosate	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00640952","NCT00640952")			
acc-001	biological	8	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01238991","NCT01238991")			
acc-001	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00955409","NCT00955409")			
acc-001 (10 mcg) + qs-21	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00960531","NCT00960531")			
acc-001 (vanutide cridificar)	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01284387","NCT01284387")			
acc-001 + qs-21	biological	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00498602","NCT00498602")			
acc-001 + qs21	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00955409","NCT00955409")			
acc-001 10 μg/ qs-21 50 μg	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01227564","NCT01227564")			
acc-001 3 μg/ qs-21 50 μg	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01227564","NCT01227564")			
acc-001+ qs21	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00955409","NCT00955409")			
acc-001+ qs21 (3mcg)	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00960531","NCT00960531")			
acc-001+qs-21 (30mcg)	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00960531","NCT00960531")			
acceptance and commitment therapy group	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02454465","NCT02454465")			
accordion pill carbidopa/levodopa	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03576638","NCT03576638")			
accordion pill™ carbidopa/levodopa	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02615873","NCT02615873")			
acetaminophen	drug	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00482053","NCT00482053")			
acetyl-l-carnitine	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02955706","NCT02955706")			
achei	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01852110","NCT01852110")			
acitretin	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01078168","NCT01078168")			
acp specialist program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03323502","NCT03323502")			
acp video program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02612688","NCT02612688")			
acp-103	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00086294","NCT00086294")			
acquisition on kinect	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03113630","NCT03113630")			
acquisition on kinect control group	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03113630","NCT03113630")			
acquisition on leapmotion	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03113630","NCT03113630")			
acquisition on leapmotion control group	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03113630","NCT03113630")			
acquisition on touchscreen	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03113630","NCT03113630")			
acquisition on touchscreen control group	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03113630","NCT03113630")			
acr16	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00665223","NCT00665223")			
acr16 10 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00724048","NCT00724048")			
acr16 22.5 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00724048","NCT00724048")			
acr16 45 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00724048","NCT00724048")			
acr325	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01023282","NCT01023282")			
act	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03313895","NCT03313895")			
acthar	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03068754","NCT03068754")			
actigraph	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02741505","NCT02741505")			
actigraphy	procedure	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03053908","NCT03053908")			
actigraphy and video recording signal	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01049555","NCT01049555")			
actimetry	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04044495","NCT04044495")			
actimetry measures	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03213379","NCT03213379")			
actimyo recording	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02785978","NCT02785978")			
activa pc+s	device	6	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02115802","NCT02115802")			
activa pc+s neurostimulator	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03180515","NCT03180515")			
activa pc+s prefrontal	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03131817","NCT03131817")			
activa rc	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00998660","NCT00998660")			
activa® pc neurostimulator (model 37601)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02535884","NCT02535884")			
active comparator	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01614886","NCT01614886")			
active comparator b	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01230853","NCT01230853")			
active comparator: a	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01230853","NCT01230853")			
active comparator: active tdcs and active tus	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03981055","NCT03981055")			
active control	behavioral	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03786510","NCT03786510")			
active control cognitive training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03836963","NCT03836963")			
active control condition	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02525367","NCT02525367")			
active deep tms	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02734485","NCT02734485")			
active exercise	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01835652","NCT01835652")			
active hd-tdcs plus speech-language therapy	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02606422","NCT02606422")			
active investigational treatment ent-01	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03781791","NCT03781791")			
active itbs	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03153540","NCT03153540")			
active light therapy : light therapy: dayvia lamp 10000 lux	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02072642","NCT02072642")			
active monitoring	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01731717","NCT01731717")			
active neuro rx gamma device	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03484143","NCT03484143")			
active repetitive transcranial magnetic stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03892863","NCT03892863")			
active rtms	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03406429","NCT03406429")			
active social engagement group	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01571427","NCT01571427")			
active tavns	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04157621","NCT04157621")			
active tdcs	device	8	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02503930","NCT02503930")			
active tdcs	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02125383","NCT02125383")			
active tdcs plus gait training	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04041661","NCT04041661")			
active tdcs plus speech-language therapy	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03728582","NCT03728582")			
active tpcs	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04054960","NCT04054960")			
active treatment with dual therapy	combination product	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03204500","NCT03204500")			
active treatment- ct1812 100 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03493282","NCT03493282")			
active treatment- ct1812 300 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03493282","NCT03493282")			
active-sham	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04289402","NCT04289402")			
active: affitope ad02	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01117818","NCT01117818")			
activities of daily living (drinking, washing hand and eating)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02464852","NCT02464852")			
activity matched to both interest and function	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00388544","NCT00388544")			
activity matched to function	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00388544","NCT00388544")			
activity matched to interest	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00388544","NCT00388544")			
activpal	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02878486","NCT02878486")			
acupuncture	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02587754","NCT02587754")			
acupuncture	other	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03810794","NCT03810794")			
acupuncture	procedure	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03378037","NCT03378037")			
acupuncture and bee venom acupuncture point injection	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01970813","NCT01970813")			
acupuncture needle	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03814382","NCT03814382")			
acupuncture to treat fatigue in parkinson disease	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01360229","NCT01360229")			
acute intermittent hypoxia	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03645031","NCT03645031")			
ad-35 30 mg + placebo of ad-35 30 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03790982","NCT03790982")			
ad-35 60 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03790982","NCT03790982")			
ad-35 60mg group	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03625401","NCT03625401")			
ad-only info, in-person disclosure	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00462917","NCT00462917")			
ad-only info, phone disclosure	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00462917","NCT00462917")			
adaptation and training to non invasive ventilation (niv)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02537132","NCT02537132")			
adaptation of "calm"	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03975608","NCT03975608")			
adapted physical activity	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03866018","NCT03866018")			
adapted tango dance	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03269149","NCT03269149")			
adapted tango dancing	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02457832","NCT02457832")			
adaptive (closed loop) dbs (summit rc+s)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04043403","NCT04043403")			
adaptive dbs	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03724734","NCT03724734")			
adaptive dbs (activa pc+s neurostimulator)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02384421","NCT02384421")			
adaptive deep brain stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03422757","NCT03422757")			
adaptive working memory training task	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01647698","NCT01647698")			
adaptor: hakko adaptor	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01479127","NCT01479127")			
adas-cog evaluation	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02377206","NCT02377206")			
adbs	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02154724","NCT02154724")			
additional sequence performed during mri scan	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03863041","NCT03863041")			
adenosine triphosphate	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02279511","NCT02279511")			
adjuvant without active component	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02267434","NCT02267434")			
administration of autologous adipose derived svf	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01953523","NCT01953523")			
administration of rhytmic acoustic stimuli for gait training	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03228888","NCT03228888")			
administration of stable isotope-labelled leucine-	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02263235","NCT02263235")			
adrabetadex	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03643562","NCT03643562")			
ads-5102	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02202551","NCT02202551")			
ads-5102 (extended release amantadine hcl)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01397422","NCT01397422")			
aducanumab	drug	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02434718","NCT02434718")			
