intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_comments	regulatory_status	comment	priority
aerobic vs. agility training	behavioral	1	NCT00982709						FALSE
aerobic vs. non-aerobic exercise	behavioral	1	NCT01834716						FALSE
aerobic walking	behavioral	1	NCT03808675						FALSE
aerobic yoga	behavioral	1	NCT01811381						FALSE
affitope ad01	biological	1	NCT00495417						FALSE
affitope ad01 adjuvanted	biological	1	NCT00495417						FALSE
affitope ad02	biological	2	NCT00633841						FALSE
affitope ad03	biological	1	NCT01309763						FALSE
affitope ad03 + alum	biological	1	NCT01309763						FALSE
affitope® ad02	biological	1	NCT02008513						FALSE
affitope® pd01a	biological	3	NCT01568099						FALSE
afq056	drug	12	NCT01173731						FALSE
afq056 with l-dopa	drug	1	NCT01092065						FALSE
aftobetin-hcl	drug	1	NCT02928211						FALSE
agb101 220 mg	drug	1	NCT03461861	molecular	SV2A		approved		TRUE
agb101 220 mg tablet	drug	1	NCT03486938						FALSE
aggression prevention training (apt)	behavioral	1	NCT02380703						FALSE
agilitas	device	1	NCT02356536						FALSE
agn-242071	drug	1	NCT03316898						FALSE
agomelatine or piacebo	drug	1	NCT03977441						FALSE
ah110690 (18f) injection	drug	1	NCT00785759						FALSE
aha exergame system	device	1	NCT03891069						FALSE
al-108	drug	2	NCT00422981						FALSE
al001	biological	1	NCT03636204	molecular	SORT1	info from: https://www.alzforum.org/therapeutics/al001	investigational		TRUE
al001	drug	1	NCT03987295	molecular	SORT1	info from: https://www.alzforum.org/therapeutics/al002	investigational		TRUE
al002	biological	1	NCT03635047						FALSE
al003	biological	1	NCT03822208						FALSE
albumin	biological	1	NCT02479802						FALSE
albumin 20%	biological	1	NCT01561053						FALSE
albumin 5%	biological	1	NCT01561053						FALSE
albutein 5%	biological	2	NCT00742417						FALSE
ald-101	biological	1	NCT00654433						FALSE
alemtuzumab	drug	3	NCT00113269						FALSE
alfoatirin® tab. + aripezil® tab.	drug	1	NCT03441516						FALSE
algorithm based programming using kinesia-based assessment	device	1	NCT02765282						FALSE
all subjects	drug	1	NCT03919669						FALSE
allogeneic blood stem cell transplant	procedure	1	NCT00822770						FALSE
allogeneic bone marrow transplantation	procedure	7	NCT00802568						FALSE
allogeneic bone marrow-derived mscs	biological	1	NCT02611167						FALSE
allogeneic hematopoietic stem cell transplantation	procedure	10	NCT01056614						FALSE
allogeneic hematopoietic stem cell transplantation (allo-hsct)	procedure	1	NCT00482053						FALSE
allogeneic hsct	procedure	1	NCT00568633						FALSE
allogeneic islets of langerhans	biological	1	NCT00286624						FALSE
allogeneic islets of langerhans transplant	biological	1	NCT00285233						FALSE
allogeneic peripheral blood stem cells (allo-pbsc) transplantation	procedure	1	NCT00899847						FALSE
allogeneic related stem cell transplant	procedure	1	NCT01390402						FALSE
allogeneic stem cell infusion	procedure	1	NCT00385788						FALSE
allogeneic stem cell transplantation	procedure	1	NCT00857389						FALSE
allopregnanolone	drug	1	NCT03748303						FALSE
allopregnanolone injection (intravenous solution)	drug	1	NCT02221622						FALSE
alloreactive nk infusion	procedure	1	NCT00402558						FALSE
alpha-tocopherol	drug	1	NCT01594346	molecular	NR1I2				FALSE
alprazolam	drug	2	NCT00975481						FALSE
als functional rating scale-revised (als frs-r)	other	1	NCT02424669						FALSE
als-002158	drug	1	NCT01554085						FALSE
als-002200	drug	1	NCT01590407						FALSE
als-008112	drug	1	NCT02231671						FALSE
als-008176	drug	6	NCT02094365						FALSE
als-008176 (250 mg)	drug	1	NCT02478333						FALSE
als-008176 (500 mg)	drug	1	NCT02478333						FALSE
als-008176 (750 mg)	drug	1	NCT02478333						FALSE
als-357	drug	1	NCT00701987						FALSE
als-l1023	drug	2	NCT01872182						FALSE
als-l1023 1,200mg	drug	1	NCT04342793						FALSE
als-l1023 1,800mg	drug	1	NCT04342793						FALSE
alteration of dbs stimulator settings	other	1	NCT01169324						FALSE
alternate frequency csr sampling procedure	procedure	1	NCT01436188						FALSE
alternating dbs	device	1	NCT04047498						FALSE
alternative lower frequency csr sampling procedure	procedure	1	NCT01436188						FALSE
altoida: neuropsychological, mri, eeg and csf biomarkers	other	1	NCT02843529						FALSE
altropane®	drug	1	NCT00397228						FALSE
alz-801 or matching placebo	drug	1	NCT04157712						FALSE
alzhamyd	other	1	NCT01128725						FALSE
alzheimer's disease risk disclosure	behavioral	2	NCT02959489						FALSE
alzt-op1a	drug	1	NCT02547818						FALSE
alzt-op1b	drug	1	NCT02547818						FALSE
amadeo	device	1	NCT04045080						FALSE
amantadine	drug	8	NCT01538329						FALSE
amantadine 300 mg	drug	1	NCT00794313						FALSE
amantadine hcl er	drug	1	NCT02153632						FALSE
amantadine sulfate	drug	1	NCT01313845						FALSE
ambroxol	drug	2	NCT02941822						FALSE
ambulatory use of the upright device	device	1	NCT03477695						FALSE
amivita	drug	1	NCT03103815						FALSE
amniotic and umbilical cord tissue procedure	biological	1	NCT03899298						FALSE
ampreloxetine	drug	3	NCT04095793						FALSE
amps gondola	device	1	NCT03843268						FALSE
ampyra first, then placebo	drug	1	NCT01491022						FALSE
amx0035	drug	3	NCT03533257						FALSE
amyloid brain imaging and alzheimer's disease risk disclosure	behavioral	1	NCT02959489						FALSE
amyloid imaging	procedure	1	NCT02317250						FALSE
amyloid pet	drug	1	NCT03542656						FALSE
amyloid pet scan	radiation	1	NCT03860857						FALSE
amyotrophic lateral sclerosis functional rating scale-revised	other	1	NCT02710162						FALSE
amyvid	other	1	NCT04118764						FALSE
an 8-week blended indoor-outdoor exercise program	behavioral	1	NCT01799681						FALSE
an 8-week upper limb and hand exercise program	behavioral	1	NCT01799681						FALSE
an eye tracking experiment	behavioral	1	NCT02557464						FALSE
an-1792 also known as aip-001	biological	1	NCT00021723						FALSE
anakinra	drug	1	NCT01277315						FALSE
analysis of sleep disturbance	other	1	NCT00831298						FALSE
anatabloc(r)	dietary supplement	1	NCT01669876						FALSE
anavex2-73	drug	2	NCT02756858						FALSE
anavex2-73 intravenous	drug	1	NCT02244541						FALSE
anavex2-73 oral	drug	3	NCT02244541						FALSE
anconeus muscle biopsy	procedure	1	NCT00847847						FALSE
androgel (solvay pharmaceuticals)	drug	1	NCT00392912						FALSE
angiotensin ii receptor blocker (arb, losartan) and calcium channel blocker (ccb, amlodipine)	drug	1	NCT02913664	molecular	AGTR1	AGTR1, CACNA1C	approved		TRUE
ankle foot orthosis	device	1	NCT01798927						FALSE
anle138b	drug	1	NCT04208152						FALSE
anodal bilateral motor cortex and cathodal spinal tdcs	device	2	NCT03293394						FALSE
anodal dc polarization of left prefrontal cortex	procedure	1	NCT00117858						FALSE
anodal tdcs	device	2	NCT04265378						FALSE
anodal tdcs	other	1	NCT03325205						FALSE
anodal transcranial direct current stimulation	device	1	NCT02999282	device					TRUE
anterior cingulate cortex activation	behavioral	1	NCT03872414	device					TRUE
anti thymoglobulin	drug	1	NCT01856803						FALSE
anti-abeta	drug	1	NCT00736775						FALSE
anti-human t-lymphocyte immunoglobulin (atlg)	drug	1	NCT03357159						FALSE
anti-thymocyte globin (atg)	drug	1	NCT01106157						FALSE
anti-thymocyte globulin	biological	33	NCT00017550						FALSE
anti-thymocyte globulin	drug	13	NCT00882895						FALSE
anti-thymocyte globulin (atg)	drug	4	NCT02215200						FALSE
anti-thymocyte globulin (rabbit)	drug	1	NCT04202835						FALSE
anti-thymocyte globulin as conditioning (atg)	procedure	1	NCT00185796						FALSE
anti-thymocyte globulin iv	drug	1	NCT00691015						FALSE
anti-thymocyte globulins treatment	drug	1	NCT02056938						FALSE
antilymphocyte serum	drug	1	NCT00000597						FALSE
antioxidants	combination product	1	NCT04244630						FALSE
antithymocyte globulin	drug	9	NCT00001626	molecular	MR1				FALSE
antithymocyte globulin (atg)	drug	3	NCT00499889						FALSE
antithymocyte immunoglobulin (rabbit)	drug	1	NCT03789006						FALSE
ao - plus sonification	behavioral	1	NCT03249155						FALSE
aot	behavioral	1	NCT04181918						FALSE
ap-101	drug	1	NCT03981536						FALSE
ap-cd/ld	drug	1	NCT00947037						FALSE
ap09004	drug	1	NCT00918177						FALSE
apl-130277	drug	6	NCT02542696						FALSE
aplindore	drug	1	NCT00623324						FALSE
aplindore mr tablets or placebo	drug	1	NCT00809302						FALSE
apn201	drug	1	NCT01513278						FALSE
apo-go	drug	1	NCT03292016						FALSE
apoe disclosure	behavioral	1	NCT00571025	none					TRUE
apoe genotype and alzheimer's disease risk disclosure	behavioral	1	NCT01434667						FALSE
apoe4	genetic	2	NCT01554202						FALSE
apokyn	drug	3	NCT02549573						FALSE
apolipoprotein (apoe) detection	genetic	1	NCT02843906						FALSE
apolipoprotein e genotyping	biological	1	NCT00987090						FALSE
apomorphine	drug	8	NCT00472355						FALSE
apomorphine 0.25% (2.5mg/ml)	drug	1	NCT02230930						FALSE
apomorphine hcl injection	drug	4	NCT00200525						FALSE
apomorphine hydrochloride	drug	2	NCT00610103						FALSE
apomorphine infusion	drug	1	NCT02339064						FALSE
apomorphine nasal powder	drug	1	NCT00346827						FALSE
aponeurotic stimulation (the diacutaneous fibrolysis method)	other	1	NCT01544738						FALSE
apos system - biomechanical wedge shoe	device	1	NCT00498758						FALSE
application of dual system in frequency a	device	1	NCT04285099						FALSE
application of dual system in frequency b	device	1	NCT04285099						FALSE
approach based on the meanings of vocal behaviours	other	1	NCT03506672						FALSE
aquatic ai chi	other	1	NCT04169620						FALSE
aquatic exercise	other	1	NCT04291027						FALSE
aquatic rehabilitation	other	1	NCT03960931						FALSE
aqw051	drug	3	NCT01474421						FALSE
ar1001	drug	1	NCT03625622						FALSE
argentinean tango classes	other	1	NCT01573260						FALSE
aricept	drug	8	NCT00165815						FALSE
aricept (donepezil ir 10 mg)	drug	1	NCT00478205						FALSE
aricept (donepezil sr 23 mg)	drug	1	NCT00478205						FALSE
aricept tab	drug	1	NCT03197740						FALSE
arimoclomol	drug	5	NCT03491462						FALSE
aripezil® tab.	drug	1	NCT03441516						FALSE
aripiprazole	drug	6	NCT00095810						FALSE
aripiprazole (bms-337039)	drug	1	NCT01438060						FALSE
arm 1 education session	other	1	NCT02172612	behavioral					TRUE
arm intellistretch device	device	1	NCT01019343						FALSE
armodafinil	drug	1	NCT01256905						FALSE
arrhythmia diagnosis with the 10 steps method	other	1	NCT02664779						FALSE
arrhythmia diagnosis with the 4 steps method	other	1	NCT02664779						FALSE
arrhythmia diagnosis with the 6 steps method	other	1	NCT02664779						FALSE
art apps	behavioral	1	NCT03773016						FALSE
asp0777	drug	1	NCT01406145						FALSE
aspecific online games	other	1	NCT04259827						FALSE
assessment of drive abilities	other	1	NCT01566071						FALSE
assessment of memory	behavioral	1	NCT01554202						FALSE
assessment of mental flexibility	other	1	NCT03991624						FALSE
assessment of physical activity via fitness tracker/diary	other	1	NCT03939286						FALSE
assistive technologies	other	1	NCT01700556						FALSE
astrorx	biological	1	NCT03482050						FALSE
astrostem	drug	1	NCT03117738						FALSE
asymmetric motor strengthening	other	1	NCT02797496						FALSE
asymmetric stn-dbs	other	1	NCT03462082						FALSE
at-1501	drug	1	NCT04322149						FALSE
at-home engagement	behavioral	1	NCT03962439	behavioral					TRUE
atabecestat	drug	1	NCT03587376						FALSE
atabecestat, 25 mg	drug	1	NCT02569398	molecular	BACE1	β-Secretase enzyme (BACE) inhibitor, info from: https://link.springer.com/article/10.1186/s13195-018-0415-6; BACE1 inhibitor, info from: https://www.nature.com/articles/s41392-019-0063-8	investigational	not fully annotated in Drugbank	TRUE
atabecestat, 5 mg	drug	1	NCT02569398	molecular	BACE1	β-Secretase enzyme (BACE) inhibitor, info from: https://link.springer.com/article/10.1186/s13195-018-0415-6; BACE1 inhibitor, info from: https://www.nature.com/articles/s41392-019-0063-8	investigational	not fully annotated in Drugbank	TRUE
atg	drug	9	NCT02643589						FALSE
atg (thymoglobulin)	drug	1	NCT00822770						FALSE
atg + csa	drug	1	NCT00004208						FALSE
atg fresenius	drug	9	NCT00934557						FALSE
atg+cyclosporine	drug	1	NCT00061360						FALSE
atg+rapamune+cyclosporine	drug	1	NCT00061360						FALSE
atg-f	drug	2	NCT00616954						FALSE
atm fog in pd	drug	1	NCT03651856						FALSE
atomoxetine	drug	6	NCT00304161						FALSE
atomoxetine hydrochloride	drug	1	NCT00191009						FALSE
atorvastatin	drug	3	NCT00151502	molecular	HMGCR		approved		TRUE
atorvastatin calcium	drug	1	NCT00024531						FALSE
atrial pacing	other	1	NCT00251121						FALSE
atropine	drug	1	NCT01845636						FALSE
attention control	behavioral	1	NCT02108769						FALSE
attention control (ac)	behavioral	1	NCT02319681						FALSE
attention control app	other	1	NCT04121858						TRUE
attention control intervention	behavioral	1	NCT01482351						FALSE
attention-control condition	behavioral	1	NCT03682185						FALSE
attentional focus	behavioral	1	NCT02539446						FALSE
audiologist-based fitting	device	1	NCT04049643						FALSE
auditive cueing	device	1	NCT04274478						FALSE
auditory	behavioral	1	NCT03645265						FALSE
auditory cueing device	device	1	NCT00727467						FALSE
auditory discrimination training	other	1	NCT01061489						FALSE
auditory stimuli	behavioral	1	NCT02768896						FALSE
auricular point acupressure	behavioral	1	NCT03393546						FALSE
auto rehabilitation program of gait with beat health device.	behavioral	1	NCT02647242						FALSE
auto-adjusting positive airway pressure	device	1	NCT02209363						FALSE
autologous adipose-derived mesenchymal stromal cells	drug	1	NCT03268603						FALSE
autologous adipose-tissue derived stem cells	procedure	1	NCT02383654						FALSE
autologous bone marrow cells collection	procedure	1	NCT00855400						FALSE
autologous bone marrow derived stem cells transplant	procedure	1	NCT00976430						FALSE
autologous bone marrow-derived stem cells	biological	1	NCT01082653						FALSE
autologous fmt	other	1	NCT03808389						FALSE
autologous hematopoietic stem cell transplantation	procedure	2	NCT01413100						FALSE
autologous hematopoietic stem cell transplantation (auto-hsct)	procedure	1	NCT00482053						FALSE
autologous mesenchymal stem cells	biological	3	NCT01609283						FALSE
autologous mesenchymal stem cells (mscs)	biological	1	NCT02987413						FALSE
autologous msc-ntf cells	biological	1	NCT02017912						FALSE
autologous peripheral blood stem cells (auto-pbsc) transplantation	procedure	1	NCT00899847						FALSE
autologous peripheral nerve graft	procedure	1	NCT02369003						FALSE
autologous stem cell	biological	1	NCT01834053						FALSE
autologous t-regulatory lymphocytes	biological	1	NCT03241784						FALSE
automated mechanical peripheral stimulation	device	1	NCT04251728						FALSE
automated programming	device	1	NCT02046863						FALSE
autonomic dysfunction questionnaires	other	1	NCT01748409						FALSE
av-1451	drug	1	NCT01818661						FALSE
av45	drug	1	NCT04309253						FALSE
avagacestat	drug	1	NCT00890890						FALSE
ave1625	drug	1	NCT00380302						FALSE
ave8112	drug	1	NCT01803945						FALSE
avp-786	drug	4	NCT02442765						FALSE
avp-923	drug	2	NCT00021697						FALSE
avp-923 (dextromethorphan/quinidine)	drug	1	NCT01584440						FALSE
avp-923-45	drug	1	NCT01767129						FALSE
axona	dietary supplement	1	NCT02716662						FALSE
axs-05	drug	1	NCT03226522						FALSE
azacitidine	drug	2	NCT00813124						FALSE
azd0328	drug	1	NCT00687141						TRUE
azd0530 100mg daily	drug	1	NCT02167256						FALSE
azd0530 125mg daily	drug	1	NCT02167256						FALSE
azd1446	drug	2	NCT01039701						FALSE
azd3241 300 mg bid	drug	1	NCT01603069						FALSE
azd3241 600 mg bid	drug	1	NCT01603069						FALSE
azd3241 alternative titration scheme with formulation 1 or 2	drug	1	NCT01457807						FALSE
azd3241 er formulation 1	drug	1	NCT01457807						FALSE
azd3293	drug	4	NCT02126514						TRUE
azd3480	drug	8	NCT00777361						FALSE
azd3839	drug	1	NCT01348737						FALSE
azd3839 placebo	drug	1	NCT01348737						FALSE
azd5213	drug	3	NCT01548287						FALSE
azeliragon	drug	2	NCT02080364						FALSE
azeliragon 5mg	drug	1	NCT02916056						FALSE
azilect	drug	1	NCT02207387						FALSE
azilect 1mg	drug	1	NCT00902941						FALSE
azilect®	drug	3	NCT01268891	molecular	MAOB	drugbank says questionable			FALSE
b-cit and spect imaging	drug	1	NCT00404170						FALSE
b-stn dbs	device	1	NCT00282152						FALSE
b6, b12, l-methylfolate	dietary supplement	1	NCT00853879						FALSE
b6, b12, placebo	dietary supplement	1	NCT00853879						FALSE
b: placebo to match donepezil and mk-3134 + scopolamine 0.5 mg	drug	1	NCT01181310						FALSE
bac	drug	2	NCT02467413						FALSE
bac matched vehicle	other	1	NCT02467413						FALSE
back tibial nerve electrostimulation	device	1	NCT02583529						FALSE
balance	other	1	NCT03882398						FALSE
balance & strengthening exercises	behavioral	1	NCT02302144						FALSE
balance and gait training in individualized sessions	behavioral	1	NCT01416012						FALSE
balance exercise	other	1	NCT03314597						FALSE
balance training	behavioral	2	NCT02253563						FALSE
balance training	device	1	NCT04228887						FALSE
balance training	other	2	NCT02488265						FALSE
balance training with nintendo wii fit	device	1	NCT01580787						FALSE
ballroom dancing classes	behavioral	1	NCT01428648						FALSE
ban2401	drug	1	NCT03887455						FALSE
ban2401 10 mg/kg	drug	3	NCT01767311						FALSE
ban2401 2.5 mg/kg	drug	2	NCT01767311						FALSE
ban2401 5 mg/kg	drug	1	NCT02094729						FALSE
ban2401 5.0 mg/kg	drug	2	NCT01767311						FALSE
bapineuzumab	drug	11	NCT00937352						FALSE
bapineuzumab (aab-001)	drug	1	NCT00606476						FALSE
bapineuzumab 0.5 mg/kg	drug	4	NCT00998764						FALSE
bapineuzumab 1.0 m/kg	drug	3	NCT00996918						FALSE
baseline	behavioral	1	NCT02768896						FALSE
basic education	behavioral	1	NCT00056316						FALSE
basic skill building	other	1	NCT03584568						FALSE
basiliximab	drug	3	NCT00113269						FALSE
basiliximab treatment	drug	1	NCT02056938						FALSE
bathing support intervention (bsi)	behavioral	1	NCT00062569						FALSE
battery of neuropsychological tests	other	1	NCT01650454						FALSE
bay 94-9172 (florbetaben)	drug	1	NCT01222351						FALSE
bay1006578	drug	3	NCT01153607						FALSE
bbb opening	device	1	NCT02986932						FALSE
bcn	behavioral	1	NCT03119259						FALSE
bee venom	drug	1	NCT01341431						FALSE
begacestat	drug	1	NCT00959881						FALSE
behavioral : characterization	behavioral	1	NCT04014673						FALSE
behavioral activation	behavioral	1	NCT02317523						FALSE
behavioral and cognitive battery	behavioral	1	NCT03940677						FALSE
behavioral control	behavioral	1	NCT01520948						FALSE
behavioral control (bc) condition	behavioral	1	NCT02457832						FALSE
behavioral evaluation	behavioral	1	NCT02218567						FALSE
